tomeID,name,level,role,objective,reward
Tome02,Life Giver,4,Survivor,Heal a total of <b>8 health state(s)</b> of any Survivor.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome02,One More Time,4,Survivor,Succeed at <b>5 consecutive Skill Checks</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Savior,4,Survivor,Unhook <b>4 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Head On Collision,4,Survivor,Stun the Killer by exiting a locker with <b>Head On</b> <b>1 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Haunted Hit,4,Killer,Hit a Survivor suffering from the Exposed status effect with your weapon <b>1 time(s)</b> while using the perk <b>Hex: Haunted Ground</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Rin's Sins,4,Killer,Kill all Survivors in a trial <b>1 time(s)</b> by any means as <b>The Spirit</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Long Gone,4,Survivor,Escape <b>2 chase(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Doctor's Orders,4,Killer,Kill all Survivors in a trial <b>1 time(s)</b> by any means as <b>The Doctor</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Crushing Dominance,4,Killer,Knock down <b>8 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome02,Deadly Pursuit,4,Killer,Chase Survivors for a total of <b>300 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Bloody Rewards,1,General,Earn <b>50000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Amateur Ornithologist,1,General,Disturb <b>50 crows</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,The Engineer's Guild,1,Survivor,Repair a total of <b>2 generator(s)</b> while cooperating with other Survivor(s).,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Outta Sight,1,Survivor,Hide within 10 meters of the Killer without being caught for a total of <b>30 seconds</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,By Any Means Necessary,1,Survivor,Drop <b>3 pallet(s)</b> while being chased by the Killer.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Fighting Back,1,Survivor,Sabotage <b>3 hook(s)</b> while in the Killer's Terror Radius.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Craft Time's Over,1,Survivor,Cleanse <b>15 Totem(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Benevolence,1,Survivor,Earn <b>3 Benevolent emblem(s)</b> of <b>Bronze quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Diverse Despair,1,Killer,Hook <b>8 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,The Hunt,1,Killer,Earn <b>3 Chaser emblem(s)</b> of <b>Bronze quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Scrap Yard,1,Killer,Damage <b>12 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Buried Underground,1,Killer,Hook <b>3 Survivor(s)</b> in the basement.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Terrified,1,Killer,Make the Survivors scream <b>20 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome03,Bronze Run,1,General,Earn <b>4 emblem(s)</b> of <b>Bronze quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Fight Back,1,Survivor,Drop a pallet to stun the Killer <b>2 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Close Bonds,1,Survivor,Survive while <b>1 other Survivor(s)</b> escape the trial while using the perk <b>Bond</b>. You must remain in the trial while they escape.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Opportune Escape,1,Survivor,Vault a pallet or window while in a chase <b>3 time(s)</b> while using the perk <b>Windows of Opportunity</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Savior,1,Survivor,Unhook <b>2 Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Fixing With Fairfield,1,Survivor,Finish repairing <b>2 generator(s)</b> as <b>Dwight Fairfield</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Dance of Death,1,Survivor,Be chased by the Killer for a total of <b>30 second(s)</b> as <b>Kate Denson</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Pursuing Prey,1,Killer,Start a chase with <b>3 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Beast of Death,1,Killer,Chase Survivors for a total of <b>90 second(s)</b> while using the perk <b>Beast of Prey</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Cuts Deep,1,Killer,Inflict the <b>Deep Wound</b> effect on <b>3 Survivor(s)</b> as <b>The Legion</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Savagery,1,Killer,Hit <b>3 Survivor(s)</b> with Hatchets as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Bloody Rewards,2,General,Earn <b>75000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Silver Age,2,General,Earn <b>25 emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,The Last Place You Look,2,Survivor,Unlock <b>8 chest(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Palletmaster,2,Survivor,Drop a pallet to stun the Killer <b>6 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Freedom Fighter,2,Survivor,Unhook <b>5 different Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Bring the Light,2,Survivor,Repair a total of <b>10 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Escape Route,2,Survivor,Escape <b>5 chase(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Escape Artist,2,Survivor,Escape <b>2 trial(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Spree of Violence,2,Killer,Hit <b>12 different Survivor(s)</b> with your weapon.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Execution,2,Killer,Kill <b>8 Survivor(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Terrified,2,Killer,Make the Survivors scream <b>30 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Hunter's Ambition,2,Killer,Start a chase with <b>15 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Anger Management,2,Killer,Destroy <b>20 dropped pallet(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome03,Silver Run,2,General,Earn <b>3 emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Max Dexterity,2,Survivor,Get a Great result on <b>2 Skill Check(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Leader of the Pack,2,Survivor,Perform a cooperative action for <b>60 second(s)</b> while using the perk <b>Leader</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Dance of Deceit,2,Survivor,Vault a pallet or window while in a chase <b>3 time(s)</b> while using the perk <b>Dance With Me</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,The Night of Dwight,2,Survivor,Escape <b>1 trial(s)</b> as <b>Dwight Fairfield</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Falling Filly,2,Survivor,Fall from a great height while being chased <b>2 time(s)</b> as <b>Kate Denson</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Violent Imperative,2,Killer,Hook <b>3 Survivor(s)</b> in the basement while using the perk <b>Territorial Imperative</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Deadly Maiden,2,Killer,Grab <b>1 Survivor(s)</b> while they are hiding in a locker while using the perk <b>Iron Maiden</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Feral Carnage,2,Killer,Hit Survivors <b>3 times</b> in a single use of <b>Feral Frenzy</b> as <b>The Legion</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Grenade Launcher,2,Killer,Hit <b>2 Survivor(s)</b> with charged <b>Hatchet</b> hits as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 35000}]"
Tome03,Golden Age,3,General,Earn <b>20 emblem(s)</b> of <b>Gold quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Bloody Rewards,3,General,Earn <b>100000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Grease Monkey,3,Survivor,Fully deplete <b>4 Toolbox(es)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Strategic Alliance,3,Survivor,Perform a cooperative action for <b>240 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Freedom Fighter,3,Survivor,Unhook <b>12 different Survivor(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Benevolence,3,Survivor,Earn <b>3 Benevolent emblem(s)</b> of <b>Gold quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Craft Time's Over,3,Survivor,Cleanse <b>20 Totem(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Deadly Race,3,Survivor,Be chased by the Killer for a total of <b>300 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Diverse Despair,3,Killer,Hook <b>12 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Ruthless Aggression,3,Killer,Earn <b>3 Malicious emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Darkly Obsessed,3,Killer,Hook the Obsession <b>15 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Destroyer of Hope,3,Killer,Hook <b>4 Survivor(s)</b> during the Endgame Collapse.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Hunter's Ambition,3,Killer,Start a chase with <b>20 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 30000}]"
Tome03,Engineer's Elegy,3,Survivor,Repair <b>5</b> different generators for at least 1 second each.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Thorough Cleansing,3,Survivor,Finish the trial with no more than <b>0 Totem(s)</b> remaining and escape.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Boiling Point,3,Survivor,Escape <b>1 trial(s)</b> while using the perk <b>Boil Over</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Dwight the Brave,3,Survivor,Hide within 10 meters of the Killer without being caught for a total of <b>60 second(s)</b> as <b>Dwight Fairfield</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Sing Another Day,3,Survivor,Escape <b>1 trial(s)</b> when your next time on the hook would immediately sacrifice you as <b>Kate Denson</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Rust & Blood,3,Killer,Hook <b>4 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Mechanical Mayhem,3,Killer,Damage <b>5 different generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Seizing Discord,3,Killer,Interrupt and grab <b>2 Survivor(s)</b> while they are working on a generator while using the perk <b>Discordance</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Feral Carnage,3,Killer,Hit Survivors <b>4 times</b> in a single use of <b>Feral Frenzy</b> as <b>The Legion</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Bullseye,3,Killer,Hit <b>2 Survivor(s) 15 meters</b> away with <b>Hatchets</b> as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 50000}]"
Tome03,Bloody Rewards,4,General,Earn <b>150000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Iridescent Age,4,General,Earn <b>15 emblem(s)</b> of <b>Iridescent quality</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Blindsided,4,Survivor,Blind the Killer <b>8 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Strategic Alliance,4,Survivor,Perform a cooperative action for <b>360 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Life Giver,4,Survivor,Heal a total of <b>8 health state(s)</b> of any Survivor.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Blood Debt,4,Survivor,Unhook <b>a Survivor</b> who unhooked you earlier in the trial <b>3 time(s)</b>. Must unhook them safely.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Whatever it Takes,4,Survivor,Stun the Killer <b>10 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Diverse Despair,4,Killer,Hook <b>20 different Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Deadly Pursuit,4,Killer,Chase Survivors for a total of <b>600 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Got You,4,Killer,Interrupt and grab <b>6 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Property Damage,4,Killer,Damage a generator or destroy a dropped pallet <b>50 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Knockout,4,Killer,Knock down <b>12 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 45000}]"
Tome03,Gold Run,4,General,Earn <b>3 emblem(s)</b> of <b>Gold quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Broken Under Pressure,4,Survivor,Sabotage <b>3 hook(s)</b> while in the Killer's Terror Radius.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,One More Time,4,Survivor,Succeed at <b>8 consecutive Skill Checks</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Dwight's Dominance,4,Survivor,"Escape <b>1 trial(s)</b> while using the perks <b>Bond</b>, <b>Prove Thyself</b> and <b>Leader</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Classic Kate,4,Survivor,"Escape <b>1 trial(s)</b> while using the perks <b>Dance With Me</b>, <b>Windows of Opportunity</b> and <b>Boil Over</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,The Kate Escape,4,Survivor,Be chased by the Killer for a total of <b>45 second(s)</b> and escape the trial as <b>Kate Denson</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Dwight's Fright,4,Survivor,"Hide within 10 meters of the Killer without being caught for a total of <b>30 second(s)</b>, and then escape the trial as <b>Dwight Fairfield</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Teenage Rebellion,4,Killer,"Finish a trial with no more than <b>1 living Survivor(s)</b> while using the perks <b>Discordance</b>, <b>Mad Grit</b>, and <b>Iron Maiden</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Huntresses' Instincts,4,Killer,"Finish a trial with no more than <b>1 living Survivor(s)</b> while using the perks <b>Beast of Prey</b>, <b>Territorial Imperative</b>, and <b>Hex: Huntress Lullaby</b>.","[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,None Shall Survive,4,Killer,Kill all Survivors in a trial <b>1 time(s)</b> by any means.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Savagery,4,Killer,Hit <b>15 Survivor(s)</b> with Hatchets as <b>The Huntress</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome03,Feral Carnage,4,Killer,Hit Survivors <b>5 times</b> in a single use of <b>Feral Frenzy</b> as <b>The Legion</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 60000}]"
Tome04,Silver Age,1,General,Earn <b>12 emblem(s)</b> of <b>Silver quality</b> or better.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Bloody Rewards,1,General,Earn <b>50000 Bloodpoints</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Bring the Light,1,Survivor,Repair a total of <b>4 generator(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Deadly Race,1,Survivor,Be chased by the Killer for a total of <b>60 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Appeal to Heal,1,Survivor,Fully deplete <b>2 Med-kit(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,The Last Place You Look,1,Survivor,Unlock <b>6 chest(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Heroic Virtue,1,Survivor,Survive while <b>3 other Survivor(s)</b> escape the trial. You must remain in the trial while they escape.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,By Any Means Necessary,1,Survivor,Drop <b>4 pallet(s)</b> while being chased by the Killer.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Property Damage,1,Killer,Damage a generator or destroy a dropped pallet <b>15 time(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Gruesome,1,Killer,Hook <b>20 Survivor(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Deadly Pursuit,1,Killer,Chase Survivors for a total of <b>180 second(s)</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 3}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 15000}]"
Tome04,Quick Thinking,1,Survivor,Hide in a locker within <b>10 seconds</b> of being chased by the Killer <b>1 time(s)</b> while using the perk <b>Quick & Quiet</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome04,Handyman,1,Survivor,Escape the trial while carrying an item with no charges <b>1 time(s)</b> while using the perk <b>Open-Handed</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
Tome04,Ace up the Sleeve,1,Survivor,Unlock <b>2 chest(s)</b> as <b>Ace Visconti</b>.,"[{'type': 'currency', 'id': 'riftfragments', 'amount': 5}, {'type': 'currency', 'id': 'bloodpoints', 'amount': 25000}]"
