riftID,number,type,reward
Tome04,16,Premium,"[{'amount': 1, 'id': 'XI_029', 'type': 'item'}]"
Tome04,17,Premium,"[{'amount': 1, 'id': 'WI_W009', 'type': 'item'}]"
Tome04,18,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,19,Premium,"[{'amount': 1, 'id': 'AV_Torso011', 'type': 'item'}]"
Tome04,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,21,Premium,"[{'amount': 1, 'id': 'TR_Body09_02', 'type': 'item'}]"
Tome04,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,23,Premium,"[{'amount': 1, 'id': 'XI_008', 'type': 'item'}]"
Tome04,24,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,25,Premium,"[{'amount': 1, 'id': 'XI_025', 'type': 'item'}]"
Tome04,26,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,27,Premium,"[{'amount': 1, 'id': 'TN_Head02_02', 'type': 'item'}]"
Tome04,28,Premium,"[{'amount': 1, 'id': 'AV_Legs011', 'type': 'item'}]"
Tome04,29,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,30,Premium,"[{'amount': 1, 'id': 'TR_W09_02', 'type': 'item'}]"
Tome04,31,Premium,"[{'amount': 1, 'id': 'WI_Body009', 'type': 'item'}]"
Tome04,32,Premium,"[{'amount': 1, 'id': 'XI_030', 'type': 'item'}]"
Tome04,33,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,34,Premium,"[{'amount': 1, 'id': 'XI_007', 'type': 'item'}]"
Tome04,35,Premium,"[{'amount': 1, 'id': 'TW_Head012', 'type': 'item'}]"
Tome04,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome04,37,Premium,"[{'amount': 1, 'id': 'SwedenKiller_W02_02', 'type': 'item'}]"
Tome04,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,39,Premium,"[{'amount': 1, 'id': 'US_Legs009', 'type': 'item'}]"
Tome04,40,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,41,Premium,"[{'amount': 1, 'id': 'JP_Legs001_01', 'type': 'item'}]"
Tome04,42,Premium,"[{'amount': 1, 'id': 'WI_Hair009', 'type': 'item'}]"
Tome04,43,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,44,Premium,"[{'amount': 1, 'id': 'XI_031', 'type': 'item'}]"
Tome04,45,Premium,"[{'amount': 1, 'id': 'XI_012', 'type': 'item'}]"
Tome04,46,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,47,Premium,"[{'amount': 1, 'id': 'US_Torso009', 'type': 'item'}]"
Tome04,48,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,49,Premium,"[{'amount': 1, 'id': 'XI_006', 'type': 'item'}]"
Tome04,50,Premium,"[{'amount': 1, 'id': 'XI_026', 'type': 'item'}]"
Tome04,51,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,52,Premium,"[{'amount': 1, 'id': 'XI_032', 'type': 'item'}]"
Tome04,53,Premium,"[{'amount': 1, 'id': 'SwedenKiller_Mask02_02', 'type': 'item'}]"
Tome04,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,55,Premium,"[{'amount': 1, 'id': 'US_Head009', 'type': 'item'}]"
Tome04,56,Premium,"[{'amount': 1, 'id': 'XI_018', 'type': 'item'}]"
Tome04,57,Premium,"[{'amount': 1, 'id': 'MT_Legs013', 'type': 'item'}]"
Tome04,58,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,59,Premium,"[{'amount': 1, 'id': 'XI_027', 'type': 'item'}]"
Tome04,60,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,61,Premium,"[{'amount': 1, 'id': 'JP_Head001_01', 'type': 'item'}]"
Tome04,62,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,63,Premium,"[{'amount': 1, 'id': 'SwedenKiller_Body02_02', 'type': 'item'}]"
Tome04,64,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,65,Premium,"[{'amount': 1, 'id': 'CM_Legs001_03', 'type': 'item'}]"
Tome04,66,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,67,Premium,"[{'amount': 1, 'id': 'XI_022', 'type': 'item'}]"
Tome04,68,Premium,"[{'amount': 1, 'id': 'XI_009', 'type': 'item'}]"
Tome04,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome04,70,Premium,"[{'amount': 1, 'id': 'XI_021', 'type': 'item'}]"
Tome05,2,Free,"[{'amount': 1, 'id': 'ZA_023', 'type': 'item'}]"
Tome05,4,Free,"[{'amount': 1, 'id': 'ZA_028', 'type': 'item'}]"
Tome05,7,Free,"[{'amount': 1, 'id': 'TW_Body01_03', 'type': 'item'}]"
Tome05,9,Free,"[{'amount': 1, 'id': 'ZA_006', 'type': 'item'}]"
Tome05,13,Free,"[{'amount': 1, 'id': 'TW_W01_03', 'type': 'item'}]"
Tome05,15,Free,"[{'amount': 1, 'id': 'MT_Head01_02', 'type': 'item'}]"
Tome05,18,Free,"[{'amount': 1, 'id': 'ZA_014', 'type': 'item'}]"
Tome05,20,Free,"[{'amount': 1, 'id': 'ZA_007', 'type': 'item'}]"
Tome05,23,Free,"[{'amount': 1, 'id': 'KK_Body017', 'type': 'item'}]"
Tome05,26,Free,"[{'amount': 1, 'id': 'MT_Torso01_02', 'type': 'item'}]"
Tome05,31,Free,"[{'amount': 1, 'id': 'AV_Legs02_03', 'type': 'item'}]"
Tome05,34,Free,"[{'amount': 1, 'id': 'TW_Head01_03', 'type': 'item'}]"
Tome05,36,Free,"[{'amount': 1, 'id': 'ZA_017', 'type': 'item'}]"
Tome05,39,Free,"[{'amount': 1, 'id': 'KK_Mask017', 'type': 'item'}]"
Tome05,44,Free,"[{'amount': 1, 'id': 'MT_Legs01_02', 'type': 'item'}]"
Tome05,47,Free,"[{'amount': 1, 'id': 'AV_Torso02_03', 'type': 'item'}]"
Tome05,52,Free,"[{'amount': 1, 'id': 'ZA_013', 'type': 'item'}]"
Tome05,55,Free,"[{'amount': 1, 'id': 'KK_W017', 'type': 'item'}]"
Tome05,59,Free,"[{'amount': 1, 'id': 'ZA_009', 'type': 'item'}]"
Tome05,63,Free,"[{'amount': 1, 'id': 'AV_Head02_03', 'type': 'item'}]"
Tome05,68,Free,"[{'amount': 1, 'id': 'TC_W011', 'type': 'item'}]"
Tome05,70,Free,"[{'amount': 1, 'id': 'NK_Legs013', 'type': 'item'}]"
Tome05,1,Premium,"[{'amount': 1, 'id': 'NK_Torso013', 'type': 'item'}, {'amount': 1, 'id': 'TC_Torso011', 'type': 'item'}, {'amount': 1, 'id': 'ZA_016', 'type': 'item'}]"
Tome05,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,3,Premium,"[{'amount': 1, 'id': 'ZA_015', 'type': 'item'}]"
Tome05,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,5,Premium,"[{'amount': 1, 'id': 'ZA_018', 'type': 'item'}]"
Tome05,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,7,Premium,"[{'amount': 1, 'id': 'DK_Head013', 'type': 'item'}]"
Tome05,8,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,9,Premium,"[{'amount': 1, 'id': 'MK_Mask01_04', 'type': 'item'}]"
Tome05,10,Premium,"[{'amount': 1, 'id': 'ZA_005', 'type': 'item'}]"
Tome05,11,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,12,Premium,"[{'amount': 1, 'id': 'ZA_024', 'type': 'item'}]"
Tome05,13,Premium,"[{'amount': 1, 'id': 'ZA_022', 'type': 'item'}]"
Tome05,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,15,Premium,"[{'amount': 1, 'id': 'ZA_020', 'type': 'item'}]"
Tome05,16,Premium,"[{'amount': 1, 'id': 'ZA_019', 'type': 'item'}]"
Tome05,17,Premium,"[{'amount': 1, 'id': 'ZA_029', 'type': 'item'}]"
Tome05,18,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,19,Premium,"[{'amount': 1, 'id': 'MK_W01_04', 'type': 'item'}]"
Tome05,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,21,Premium,"[{'amount': 1, 'id': 'GS_Torso01_06', 'type': 'item'}]"
Tome05,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,23,Premium,"[{'amount': 1, 'id': 'DK_Legs013', 'type': 'item'}]"
Tome05,24,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,25,Premium,"[{'amount': 1, 'id': 'ZA_025', 'type': 'item'}]"
Tome05,26,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,27,Premium,"[{'amount': 1, 'id': 'MK_Body01_04', 'type': 'item'}]"
Tome05,28,Premium,"[{'amount': 1, 'id': 'HS_Torso011', 'type': 'item'}]"
Tome05,29,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,30,Premium,"[{'amount': 1, 'id': 'GS_Head01_06', 'type': 'item'}]"
Tome05,31,Premium,"[{'amount': 1, 'id': 'TC_Legs011', 'type': 'item'}]"
Tome05,32,Premium,"[{'amount': 1, 'id': 'ZA_030', 'type': 'item'}]"
Tome05,33,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,34,Premium,"[{'amount': 1, 'id': 'GS_Legs01_06', 'type': 'item'}]"
Tome05,35,Premium,"[{'amount': 1, 'id': 'GK_W012', 'type': 'item'}]"
Tome05,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome05,37,Premium,"[{'amount': 1, 'id': 'NK_Head013', 'type': 'item'}]"
Tome05,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,39,Premium,"[{'amount': 1, 'id': 'DK_Torso013', 'type': 'item'}]"
Tome05,40,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,41,Premium,"[{'amount': 1, 'id': 'ZA_010', 'type': 'item'}]"
Tome05,42,Premium,"[{'amount': 1, 'id': 'JP_Legs01_02', 'type': 'item'}]"
Tome05,43,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,44,Premium,"[{'amount': 1, 'id': 'ZA_026', 'type': 'item'}]"
Tome05,45,Premium,"[{'amount': 1, 'id': 'HS_Head011', 'type': 'item'}]"
Tome05,46,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,47,Premium,"[{'amount': 1, 'id': 'GK_Head012', 'type': 'item'}]"
Tome05,48,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,49,Premium,"[{'amount': 1, 'id': 'WI_Hair01_03', 'type': 'item'}]"
Tome05,50,Premium,"[{'amount': 1, 'id': 'ZA_031', 'type': 'item'}]"
Tome05,51,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,52,Premium,"[{'amount': 1, 'id': 'GK_Body012', 'type': 'item'}]"
Tome05,53,Premium,"[{'amount': 1, 'id': 'HS_Legs011', 'type': 'item'}]"
Tome05,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,55,Premium,"[{'amount': 1, 'id': 'ZA_008', 'type': 'item'}]"
Tome05,56,Premium,"[{'amount': 1, 'id': 'JP_Head01_02', 'type': 'item'}]"
Tome05,57,Premium,"[{'amount': 1, 'id': 'ZA_027', 'type': 'item'}]"
Tome05,58,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,59,Premium,"[{'amount': 1, 'id': 'WI_W01_03', 'type': 'item'}]"
Tome05,60,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,61,Premium,"[{'amount': 1, 'id': 'ZA_012', 'type': 'item'}]"
Tome05,62,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,63,Premium,"[{'amount': 1, 'id': 'ZA_011', 'type': 'item'}]"
Tome05,64,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,65,Premium,"[{'amount': 1, 'id': 'ZA_032', 'type': 'item'}]"
Tome05,66,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,67,Premium,"[{'amount': 1, 'id': 'WI_Body01_03', 'type': 'item'}]"
Tome05,68,Premium,"[{'amount': 1, 'id': 'JP_Torso01_02', 'type': 'item'}]"
Tome05,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome05,70,Premium,"[{'amount': 1, 'id': 'ZA_021', 'type': 'item'}]"
Tome06,2,Free,"[{'amount': 1, 'id': 'BI_023', 'type': 'item'}]"
Tome06,4,Free,"[{'amount': 1, 'id': 'BI_028', 'type': 'item'}]"
Tome06,7,Free,"[{'amount': 1, 'id': 'DF_Head01_04', 'type': 'item'}]"
Tome06,10,Free,"[{'amount': 1, 'id': 'TR_W01_03', 'type': 'item'}]"
Tome06,15,Free,"[{'amount': 1, 'id': 'DF_Torso01_04', 'type': 'item'}]"
Tome06,17,Free,"[{'amount': 1, 'id': 'TR_Mask01_03', 'type': 'item'}]"
Tome06,20,Free,"[{'amount': 1, 'id': 'BI_015', 'type': 'item'}]"
Tome06,23,Free,"[{'amount': 1, 'id': 'CM_Legs01_02', 'type': 'item'}]"
Tome06,26,Free,"[{'amount': 1, 'id': 'TC_W01_03', 'type': 'item'}]"
Tome06,31,Free,"[{'amount': 1, 'id': 'DF_Legs01_04', 'type': 'item'}]"
Tome06,34,Free,"[{'amount': 1, 'id': 'TC_Legs01_03', 'type': 'item'}]"
Tome06,36,Free,"[{'amount': 1, 'id': 'CM_Head01_02', 'type': 'item'}]"
Tome06,39,Free,"[{'amount': 1, 'id': 'TR_Body01_03', 'type': 'item'}]"
Tome06,43,Free,"[{'amount': 1, 'id': 'CM_Torso01_02', 'type': 'item'}]"
Tome06,47,Free,"[{'amount': 1, 'id': 'TC_Torso01_03', 'type': 'item'}]"
Tome06,52,Free,"[{'amount': 1, 'id': 'BI_006', 'type': 'item'}]"
Tome06,55,Free,"[{'amount': 1, 'id': 'BI_010', 'type': 'item'}]"
Tome06,58,Free,"[{'amount': 1, 'id': 'BI_007', 'type': 'item'}]"
Tome06,61,Free,"[{'amount': 1, 'id': 'BI_018', 'type': 'item'}]"
Tome06,66,Free,"[{'amount': 1, 'id': 'BI_022', 'type': 'item'}]"
Tome06,68,Free,"[{'amount': 1, 'id': 'TN_W012', 'type': 'item'}]"
Tome06,70,Free,"[{'amount': 1, 'id': 'SwedenSurvivor_Head013', 'type': 'item'}]"
Tome06,1,Premium,"[{'amount': 1, 'id': 'SwedenSurvivor_Torso013', 'type': 'item'}, {'amount': 1, 'id': 'TN_Body012', 'type': 'item'}, {'amount': 1, 'id': 'BI_016', 'type': 'item'}]"
Tome06,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,3,Premium,"[{'amount': 1, 'id': 'NK_Torso01_06', 'type': 'item'}]"
Tome06,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,5,Premium,"[{'amount': 1, 'id': 'BI_012', 'type': 'item'}]"
Tome06,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,7,Premium,"[{'amount': 1, 'id': 'KK_Mask01_03', 'type': 'item'}]"
Tome06,8,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,9,Premium,"[{'amount': 1, 'id': 'NK_Legs01_06', 'type': 'item'}]"
Tome06,10,Premium,"[{'amount': 1, 'id': 'BI_024', 'type': 'item'}]"
Tome06,11,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,12,Premium,"[{'amount': 1, 'id': 'KK_Body01_03', 'type': 'item'}]"
Tome06,13,Premium,"[{'amount': 1, 'id': 'BI_013', 'type': 'item'}]"
Tome06,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,15,Premium,"[{'amount': 1, 'id': 'BI_011', 'type': 'item'}]"
Tome06,16,Premium,"[{'amount': 1, 'id': 'NK_Head01_06', 'type': 'item'}]"
Tome06,17,Premium,"[{'amount': 1, 'id': 'BI_029', 'type': 'item'}]"
Tome06,18,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,19,Premium,"[{'amount': 1, 'id': 'TN_Head012', 'type': 'item'}]"
Tome06,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,21,Premium,"[{'amount': 1, 'id': 'KK_W01_03', 'type': 'item'}]"
Tome06,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,23,Premium,"[{'amount': 1, 'id': 'BI_008', 'type': 'item'}]"
Tome06,24,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,25,Premium,"[{'amount': 1, 'id': 'BI_025', 'type': 'item'}]"
Tome06,26,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,27,Premium,"[{'amount': 1, 'id': 'MT_Head03_01', 'type': 'item'}]"
Tome06,28,Premium,"[{'amount': 1, 'id': 'SwedenSurvivor_Legs013', 'type': 'item'}]"
Tome06,29,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,30,Premium,"[{'amount': 1, 'id': 'BI_014', 'type': 'item'}]"
Tome06,31,Premium,"[{'amount': 1, 'id': 'BI_009', 'type': 'item'}]"
Tome06,32,Premium,"[{'amount': 1, 'id': 'BI_030', 'type': 'item'}]"
Tome06,33,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,34,Premium,"[{'amount': 1, 'id': 'MT_Torso03_01', 'type': 'item'}]"
Tome06,35,Premium,"[{'amount': 1, 'id': 'BI_019', 'type': 'item'}]"
Tome06,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome06,37,Premium,"[{'amount': 1, 'id': 'BI_005', 'type': 'item'}]"
Tome06,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,39,Premium,"[{'amount': 1, 'id': 'S23_Legs010', 'type': 'item'}]"
Tome06,40,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,41,Premium,"[{'amount': 1, 'id': 'SwedenKiller_Body010', 'type': 'item'}]"
Tome06,42,Premium,"[{'amount': 1, 'id': 'DF_Legs01_05', 'type': 'item'}]"
Tome06,43,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,44,Premium,"[{'amount': 1, 'id': 'BI_026', 'type': 'item'}]"
Tome06,45,Premium,"[{'amount': 1, 'id': 'MT_Legs03_01', 'type': 'item'}]"
Tome06,46,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,47,Premium,"[{'amount': 1, 'id': 'S23_Head010', 'type': 'item'}]"
Tome06,48,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,49,Premium,"[{'amount': 1, 'id': 'DF_Head01_05', 'type': 'item'}]"
Tome06,50,Premium,"[{'amount': 1, 'id': 'BI_031', 'type': 'item'}]"
Tome06,51,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,52,Premium,"[{'amount': 1, 'id': 'SwedenKiller_Mask010', 'type': 'item'}]"
Tome06,53,Premium,"[{'amount': 1, 'id': 'CM_Legs017', 'type': 'item'}]"
Tome06,54,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,55,Premium,"[{'amount': 1, 'id': 'S23_Torso010', 'type': 'item'}]"
Tome06,56,Premium,"[{'amount': 1, 'id': 'DF_Torso01_05', 'type': 'item'}]"
Tome06,57,Premium,"[{'amount': 1, 'id': 'BI_027', 'type': 'item'}]"
Tome06,58,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,59,Premium,"[{'amount': 1, 'id': 'BI_017', 'type': 'item'}]"
Tome06,60,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,61,Premium,"[{'amount': 1, 'id': 'CM_Head017', 'type': 'item'}]"
Tome06,62,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,63,Premium,"[{'amount': 1, 'id': 'SwedenKiller_W010', 'type': 'item'}]"
Tome06,64,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,65,Premium,"[{'amount': 1, 'id': 'BI_032', 'type': 'item'}]"
Tome06,66,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,67,Premium,"[{'amount': 1, 'id': 'BI_020', 'type': 'item'}]"
Tome06,68,Premium,"[{'amount': 1, 'id': 'CM_Torso017', 'type': 'item'}]"
Tome06,69,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome06,70,Premium,"[{'amount': 1, 'id': 'BI_021', 'type': 'item'}]"
Tome07,3,Free,"[{'amount': 1, 'id': 'DR_028', 'type': 'item'}]"
Tome07,7,Free,"[{'amount': 1, 'id': 'BO_Head007', 'type': 'item'}]"
Tome07,10,Free,"[{'amount': 1, 'id': 'DR_012', 'type': 'item'}]"
Tome07,13,Free,"[{'amount': 1, 'id': 'DR_006', 'type': 'item'}]"
Tome07,15,Free,"[{'amount': 1, 'id': 'BE_W04_01', 'type': 'item'}]"
Tome07,19,Free,"[{'amount': 1, 'id': 'DR_029', 'type': 'item'}]"
Tome07,23,Free,"[{'amount': 1, 'id': 'CM_Head015', 'type': 'item'}]"
Tome07,27,Free,"[{'amount': 1, 'id': 'DR_008', 'type': 'item'}]"
Tome07,31,Free,"[{'amount': 1, 'id': 'BE_Mask04_01', 'type': 'item'}]"
Tome07,34,Free,"[{'amount': 1, 'id': 'DR_005', 'type': 'item'}]"
Tome07,36,Free,"[{'amount': 1, 'id': 'DR_030', 'type': 'item'}]"
Tome07,39,Free,"[{'amount': 1, 'id': 'CM_Legs015', 'type': 'item'}]"
Tome07,44,Free,"[{'amount': 1, 'id': 'BE_Body04_01', 'type': 'item'}]"
Tome07,47,Free,"[{'amount': 1, 'id': 'BO_Legs007', 'type': 'item'}]"
Tome07,52,Free,"[{'amount': 1, 'id': 'DR_031', 'type': 'item'}]"
Tome07,55,Free,"[{'amount': 1, 'id': 'CM_Torso015', 'type': 'item'}]"
Tome07,57,Free,"[{'amount': 1, 'id': 'DR_009', 'type': 'item'}]"
Tome07,63,Free,"[{'amount': 1, 'id': 'DR_020', 'type': 'item'}]"
Tome07,65,Free,"[{'amount': 1, 'id': 'DR_032', 'type': 'item'}]"
Tome07,67,Free,"[{'amount': 1, 'id': 'MK_W010', 'type': 'item'}]"
Tome07,70,Free,"[{'amount': 1, 'id': 'BO_Torso007', 'type': 'item'}]"
Tome07,1,Premium,"[{'amount': 1, 'id': 'MK_Body010', 'type': 'item'}, {'amount': 1, 'id': 'DR_034', 'type': 'item'}, {'amount': 1, 'id': 'GS_Torso015', 'type': 'item'}]"
Tome07,2,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,3,Premium,"[{'amount': 1, 'id': 'DR_023', 'type': 'item'}]"
Tome07,4,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,5,Premium,"[{'amount': 1, 'id': 'DR_007', 'type': 'item'}]"
Tome07,6,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,7,Premium,"[{'amount': 1, 'id': 'TR_Mask013', 'type': 'item'}]"
Tome07,8,Premium,"[{'amount': 1, 'id': 'DR_015', 'type': 'item'}]"
Tome07,9,Premium,"[{'amount': 1, 'id': 'K21_Head01_04', 'type': 'item'}]"
Tome07,10,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,11,Premium,"[{'amount': 1, 'id': 'MS_Legs01_05', 'type': 'item'}]"
Tome07,12,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,13,Premium,"[{'amount': 1, 'id': 'DR_024', 'type': 'item'}]"
Tome07,14,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,15,Premium,"[{'amount': 1, 'id': 'GS_Head015', 'type': 'item'}]"
Tome07,16,Premium,"[{'amount': 1, 'id': 'K21_Body01_04', 'type': 'item'}]"
Tome07,17,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,18,Premium,"[{'amount': 1, 'id': 'DR_013', 'type': 'item'}]"
Tome07,19,Premium,"[{'amount': 1, 'id': 'TR_W013', 'type': 'item'}]"
Tome07,20,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,21,Premium,"[{'amount': 1, 'id': 'DR_014', 'type': 'item'}]"
Tome07,22,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,23,Premium,"[{'amount': 1, 'id': 'MK_Mask010', 'type': 'item'}]"
Tome07,24,Premium,"[{'amount': 1, 'id': 'MS_Head01_05', 'type': 'item'}]"
Tome07,25,Premium,"[{'amount': 1, 'id': 'DR_025', 'type': 'item'}]"
Tome07,26,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,27,Premium,"[{'amount': 1, 'id': 'K21_W01_04', 'type': 'item'}]"
Tome07,28,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,29,Premium,"[{'amount': 1, 'id': 'DR_022', 'type': 'item'}]"
Tome07,30,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,31,Premium,"[{'amount': 1, 'id': 'GS_Legs015', 'type': 'item'}]"
Tome07,32,Premium,"[{'amount': 1, 'id': 'DR_018', 'type': 'item'}]"
Tome07,33,Premium,"[{'amount': 1, 'id': 'US_Legs012', 'type': 'item'}]"
Tome07,34,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,35,Premium,"[{'amount': 1, 'id': 'DR_019', 'type': 'item'}]"
Tome07,36,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,37,Premium,"[{'amount': 1, 'id': 'KS_Head011_01', 'type': 'item'}]"
Tome07,38,Premium,"[{'amount': '50', 'id': 'Cells', 'type': 'currency'}]"
Tome07,39,Premium,"[{'amount': 1, 'id': 'TR_Body013', 'type': 'item'}]"
Tome07,40,Premium,"[{'amount': 1, 'id': 'S23_Head02_02', 'type': 'item'}]"
Tome07,41,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
Tome07,42,Premium,"[{'amount': 1, 'id': 'KS_Legs011_01', 'type': 'item'}]"
Tome07,43,Premium,"[{'amount': 1, 'id': 'DR_026', 'type': 'item'}]"
Tome07,44,Premium,"[{'amount': '25', 'id': 'Cells', 'type': 'currency'}]"
