id,survivorID,killerID,name,description,role,collection,rarity,purchasable,discount,image
GS_outfit_011,10,,Tokyo Headliner,It was Kate’s first time in Japan and she was joining an iconic all-girl band for the performance of a lifetime.,Survivor,Grim Matsuri,Very Rare,1,[],images/Customization/GS_outfit_011.png
GS_outfit_012,10,,Flower in the Dark,"There was still the illusion of safety then, as Kate wandered off alone with her guitar to the cave looming ahead.",Survivor,Escalation,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/GS_outfit_012.png
GS_outfit_013,10,,Lady Volksfest,"Kate never missed a chance to sing at a festival, and she was prepared for Oktoberfest to be a raucous one.",Survivor,Oktoberfest,Very Rare,1,[],images/Customization/GS_outfit_013.png
GS_outfit_014,10,,Dolly Guitar,Kate took the stage at a 50’s revival show and played till the cows came home.,Survivor,Rockabilly,Very Rare,1,[],images/Customization/GS_outfit_014.png
GS_outfit_015,10,,Sunshine Queen,"After months touring, she pulled off on a Californian freeway and sauntered to the coast.",Survivor,Waterfront Massacre,Very Rare,1,[],images/Customization/Kate/GS_outfit_015.png
GS_outfit_016,10,,Lyrical Goddess,"At first light, a little songbird landed on her windowsill and awoke her with music. She spent the rest of the day composing divine melodies.",Survivor,Greek Legends,Very Rare,1,[],images/Customization/GS_outfit_016.png
GS_outfit_017,10,,Valentine Date,She made plans with a special someone on Valentine's Day.,Survivor,Vain Valentine,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/Kate/GS_outfit_017.png
GS_outfit_017_01,10,,Saint Patrick’s Day Concert,An ensemble she wore during her unannounced performance at a local pub.,Survivor,St. Patrick'S 2023 Collection,Very Rare,0,[],images/Customization/Kate/GS_outfit_017_01.png
GS_outfit_018,10,,Down Home Outfit,"She headed down South, back to her roots, to visit her family and get off the road for a while.",Survivor,Summer Vacation Collection,Very Rare,1,[],images/Customization/Kate/GS_outfit_018.png
GS_outfit_019,10,,Historia’s Uniform,The outfit of a mysterious claimant from a lost realm.,Survivor,Attack On Titan Collection,Very Rare,1,[],images/Customization/Kate/GS_outfit_019.png
GS_outfit_01_06,10,,Star Seeker,Playing a concert during the lunar eclipse inspired Kate to add some theatrics to her set.,Survivor,Under The Night Sky,Uncommon,1,[],images/Customization/GS_outfit_01_06.png
GS_outfit_020,10,,A Little Bit Country,"Her music appealed to the pop crowd, but she still stuck to her roots.",Survivor,Pop Superstar Collection,Very Rare,1,[],images/Customization/Kate/GS_outfit_020.png
GS_outfit_021,10,,Cornfield Scarecrow,"For a Halloween barn party, she thought she might pull a little prank on her friends and jump out of the crops.",Survivor,Tricks And Treats,Special Event,0,[],images/Customization/Kate/GS_outfit_021.png
GS_outfit_022,10,,Sugar Plum Singer,She wore this ensemble while performing for a holiday benefit concert at her local community center.,Survivor,Deck The Trials,Very Rare,0,[],images/Customization/Kate/GS_outfit_022.png
GS_outfit_02_02,10,,Rodeo Rancher,A casual outfit for a fun day on the ranch. It is both practical and fashionable.,Survivor,All Country,Rare,1,[],images/Customization/GS_outfit_02_02.png
GS_outfit_02_03,10,,Irish Kiss,Lessens the likelihood of being pinched this St. Patrick’s Day. Sacrificed though? That might still happen.,Survivor,St. Patrick’S 2022,Rare,0,[],images/Customization/GS_outfit_02_03.png
HillBilly_outfit_001,,268435458,Frontier Miner,A life of isolation deep in the mountains. Surviving the wilderness. Eradicating any threats that come too close.,Killer,Mountain Savage,Rare,1,[],images/Customization/HillBilly_outfit_001.png
HillBilly_outfit_002,,268435458,Auto-Repair Reaper,"Well, howdy. You look like you could use some help. You're lucky you arrived when you did! This is the last stop for about a days' drive from here.",Killer,Bloodthirsty Mechanic,Very Rare,1,[],images/Customization/HillBilly_outfit_002.png
HillBilly_outfit_003,,268435458,Coldwind Farming,"Taking care of the farm since the landowners died. Killing is easy, farming is hard.",Killer,Hillbilly Aberrations,Common,1,[],images/Customization/HillBilly_outfit_003.png
HillBilly_outfit_004,,268435458,Coldwind Farming,"Taking care of the farm since the landowners died. Killing is easy, farming is hard.",Killer,Hillbilly Aberrations,Common,1,[],images/Customization/HillBilly_outfit_004.png
HillBilly_outfit_005,,268435458,Coldwind Farming,"Taking care of the farm since the landowners died. Killing is easy, farming is hard.",Killer,Hillbilly Aberrations,Common,1,[],images/Customization/HillBilly_outfit_005.png
HillBilly_outfit_006,,268435458,Coldwind Farming,"Taking care of the farm since the landowners died. Killing is easy, farming is hard.",Killer,Hillbilly Aberrations,Common,1,[],images/Customization/HillBilly_outfit_006.png
HillBilly_outfit_007,,268435458,Coldwind Farming,"Taking care of the farm since the landowners died. Killing is easy, farming is hard.",Killer,Hillbilly Aberrations,Common,1,[],images/Customization/HillBilly_outfit_007.png
Hillbilly_Outfit_007_01,,268435458,The Woodland Ranger,"Learn to live off the land, building shelters, lighting fires and eating only what you kill yourself. Luckily, there's plenty to kill. Nature provides.",Killer,Wicked Wares,Very Rare,1,[],images/Customization/Hillbilly_Outfit_007_01.png
HillBilly_outfit_008,,268435458,Unwanted Child,Some dirty hand-me-downs for you.,Killer,Ripped Hand-Me-Down,Uncommon,1,[],images/Customization/HillBilly_outfit_008.png
HillBilly_outfit_008_01,,268435458,Rabbit Season,Head into the woods for nature's bounty. Them varmints are good eatin'!,Killer,Spring Ensembles,Very Rare,1,[],images/Customization/HillBilly_outfit_008_01.png
HillBilly_outfit_009,,268435458,Another Mouth to Feed,Some dirty hand-me-downs for you.,Killer,Ripped Hand-Me-Down,Uncommon,1,[],images/Customization/HillBilly_outfit_009.png
HillBilly_outfit_010,,268435458,Osseous Carcass,"A particularly aggressive specimen following experimentation. Injected in multiple locations to yield faster results, which caused severe fluid-filled lumps.",Killer,Hallowed Blight,Special Event,1,[],images/Customization/HillBilly_outfit_010.png
HK_outfit_008,,268435468,Blazing Lineage,"She emerged from captivity when the serum sparked her ancestral rage, making her blood boil with fury.",Killer,Hallowed Catalyst,Special Event,1,[],images/Customization/Spirit/HK_outfit_008.png
HK_outfit_009,,268435468,Accursed Armor,The armor fit perfectly. It felt like it was made for her. Yet... something made her feel uneasy.,Killer,Damned Bloodlines,Very Rare,1,[],images/Customization/HK_outfit_009.png
HK_outfit_010,,268435468,Awakened Origin,"Since defeating her opponent in a sparring match, it had been bubbling up inside her. She couldn't shove it back down. Confidence? Strength? Yes, but something more.",Killer,Yamaoka Curse,Very Rare,1,[],images/Customization/HK_outfit_010.png
HK_outfit_010_01,,268435468,Shimmering Birthright,"An opulent suit of ancient armor, lost for generations until it mysteriously reappeared one day.",Killer,Midsummer Mayhem Collection,Rare,0,[],images/Customization/Spirit/HK_outfit_010_01.png
HK_outfit_011,,268435468,Furious Nyx,"Fused in The Fog with the myths and stories of Survivors past, Rin took on the appearance of the Greek goddess of night.",Killer,Greek Legends,Very Rare,1,[],images/Customization/HK_outfit_011.png
HK_outfit_012,,268435468,Marine Maiden,"Originating from an island surrounded by the sea, she grew up by the water, fascinated by the haunting myths of the human-fish.",Killer,Sea-Washed Creatures,Very Rare,1,[],images/Customization/HK_outfit_012.png
HK_outfit_013,,268435468,Crystalline Apparition,"During the Darkening, glacial winds blew from the Lost Realms, spreading an everlasting frost of penetrating ice clusters.",Killer,Everlasting Frost,Very Rare,1,[],images/Customization/HK_outfit_013.png
HK_outfit_014,,268435468,Traditional Yozakura,Sakura blossoms swaying in the cold night wind was a distant memory tainted with blood.,Killer,Hanami,Very Rare,1,[],images/Customization/Spirit/HK_outfit_014.png
HK_outfit_016,,268435468,War Hammer Titan,A monstrous and calculating creature from a lost realm.,Killer,Attack On Titan Collection,Ultra Rare,1,[],images/Customization/Spirit/HK_outfit_016.png
HK_outfit_017,,268435468,Shady Sunbather,"As long she could lay in the shadows, she wouldn’t say no to a day at the beach.",Killer,Hooked On You Collection,Very Rare,1,[],images/Customization/Spirit/HK_outfit_017.png
HK_outfit_01_05,,268435468,Haru Damashi,"Does the gentle hue reveal humanity beneath her rancor, or is it simply a reminder of what has been lost",Killer,Spring Harvest,Rare,1,[],images/Customization/HK_outfit_01_05.png
HS_outfit_009,13,,Inspirational Teacher,He launched extracurricular activities and inspired students to sign up.,Survivor,Mean Streets,Very Rare,1,[],images/Customization/HS_outfit_009.png
HS_outfit_010,13,,Herald of the Gods,"Clothing found in a lost realm, donning the symbol of the god Hermes.",Survivor,Greek Legends,Very Rare,1,[],images/Customization/HS_outfit_010.png
HS_outfit_010_01,13,,Commuter Casual,"A breezy, colorful look to ride the rails and see the sites of Kagoshima.",Survivor,Spring Ensembles,Rare,0,[],images/Customization/Adam/HS_outfit_010_01.png
HS_outfit_011,13,,Jamaican Proud,"An outfit that revels in the summer heat, whether it be in Adam’s home country or abroad.",Survivor,Home Sweet Home,Rare,1,[],images/Customization/HS_outfit_011.png
HS_outfit_012,13,,Seoul Spectator,He organized a school trip to Seoul to motivate his students to study hard throughout the year.,Survivor,Seoul Sights,Very Rare,1,[],images/Customization/HS_outfit_012.png
HS_outfit_014,13,,The Good Professor,An overwhelming amount of research lay scattered and disorganized across Vigo’s workshop. He did what he could to recover the most important work.,Survivor,Hallowed Blight,Very Rare,0,[],images/Customization/Adam/HS_outfit_014.png
HS_outfit_014_01,13,,The Good Professor (Deep Rift),An overwhelming amount of research lay scattered and disorganized across Vigo’s workshop. He did what he could to recover anything about this realm.,Survivor,Deep Rift Collection,Very Rare,0,[],images/Customization/Adam/HS_outfit_014_01.png
HS_outfit_015,13,,Cleanup Hitter,"While teaching in Japan, he joined a local amateur baseball team to meet new people and practice the language.",Survivor,Deadly Games Collection,Very Rare,1,[],images/Customization/Adam/HS_outfit_015.png
HS_outfit_02_01,13,,Denim Ember,A different type of formal wear for denim enthusiasts.,Survivor,Urban Streetwear,Rare,1,[],images/Customization/HS_outfit_02_01.png
Jake_outfit_001,3,,The Savior,#sabogod,Survivor,Urban Survivalist,Rare,1,[],images/Customization/Jake_outfit_001.png
Jake_outfit_002,3,,Born in the USA,Like a boss.,Survivor,Urban Survivalist,Rare,1,[],images/Customization/Jake_outfit_002.png
Jake_outfit_003,3,,Babyface,"Be actively prepared for anything to go down and always ready for emergencies, disruptions or other deadly situations. Doomsday cometh!",Survivor,Urban Survivalist,Rare,1,[],images/Customization/Jake_outfit_003.png
Jake_outfit_004,3,,New Utopia,Who needs the comforts of the modern world? Take on all challengers as a self-sufficient soldier of a new utopian society.,Survivor,Off-The-Grid,Uncommon,1,[],images/Customization/Jake_outfit_004.png
Jake_outfit_005,3,,Recluse,Who needs the comforts of the modern world? Take on all challengers as a self-sufficient soldier of a new utopian society.,Survivor,Off-The-Grid,Uncommon,1,[],images/Customization/Jake_outfit_005.png
Jake_outfit_006,3,,Forager,Who needs the comforts of the modern world? Take on all challengers as a self-sufficient soldier of a new utopian society.,Survivor,Off-The-Grid,Uncommon,1,[],images/Customization/Jake_outfit_006.png
Jake_outfit_007,3,,Outdoorsman,Howdy partner! The perfect outfit for living off the land and keeping the sun off your neck.,Survivor,Western Wrangler,Very Rare,1,[],images/Customization/Jake_outfit_007.png
Jake_outfit_007_01,3,,Life of the Party,Drop in with the perfect outfit for a house party. Made with synthetic fabrics that spilled beer can’t stain,Survivor,Wicked Wares,Very Rare,1,[],images/Customization/Jake_outfit_007_01.png
Jake_outfit_008,3,,The Stranger,"On the road. Town to town. Yeah, it can be a hard life sometimes. What most people don't know, the journey IS the destination.",Survivor,Fog Travelers,Very Rare,1,[],images/Customization/Jake_outfit_008.png
Jake_outfit_009,3,,Hunter Gatherer,A basic outfit suited to urban exploration… but try not to get lost in the woods.,Survivor,Jake Essentials,Common,1,[],images/Customization/Jake_outfit_009.png
Jake_outfit_009_01,3,,Prospector,"An expert in living off the land, Jake is also skilled at finding ways to survive below the surface.",Survivor,The Threadbare Thirties,Very Rare,1,[],images/Customization/Jake_outfit_009_01.png
Jake_outfit_010,3,,Hunter Gatherer,A basic outfit suited to urban exploration… but try not to get lost in the woods.,Survivor,Jake Essentials,Common,1,[],images/Customization/Jake_outfit_010.png
Jake_outfit_011,3,,Hunter Gatherer,A basic outfit suited to urban exploration… but try not to get lost in the woods.,Survivor,Jake Essentials,Common,1,[],images/Customization/Jake_outfit_011.png
Jake_outfit_012,3,,Hunter Gatherer,A basic outfit suited to urban exploration… but try not to get lost in the woods.,Survivor,Jake Essentials,Common,1,[],images/Customization/Jake_outfit_012.png
Jake_outfit_013,3,,Hunter Gatherer,A basic outfit suited to urban exploration… but try not to get lost in the woods.,Survivor,Jake Essentials,Common,1,[],images/Customization/Jake_outfit_013.png
Jake_outfit_017,3,,Sullen Rōnin,Don’t lose sight of yourself as you wander aimlessly: take every opportunity to redeem yourself.,Survivor,Grim Matsuri,Very Rare,1,[],images/Customization/Jake_outfit_017.png
Jane_outfit_006,15,,Magazine Ready,"When the photographer comes to shoot you at home, it's important to look effortlessly casual.",Survivor,"Jane, At Home",Very Rare,1,[],images/Customization/Jane_outfit_006.png
Jane_outfit_007,15,,Weekend Maker,Nothing helps center the mind like a weekend of crafting or of buying something and pretend you made it.,Survivor,Arts And Crafts,Rare,1,[],images/Customization/Jane_outfit_007.png
Jane_outfit_01_02,15,,The Best-selling Author,"""Today, we have a special treat for you on the show. Please welcome…""",Survivor,"""A Very Special Episode…""",Uncommon,1,[],images/Customization/Jane_outfit_01_02.png
Jane_outfit_01_03,15,,The Star of New York's Art Scene,"""Today, we have a special treat for you on the show. Please welcome…""",Survivor,"""A Very Special Episode…""",Uncommon,1,[],images/Customization/Jane_outfit_01_03.png
Jane_outfit_01_04,15,,Hollywood's Darling,"""Today, we have a special treat for you on the show. Please welcome…""",Survivor,"""A Very Special Episode…""",Uncommon,1,[],images/Customization/Jane_outfit_01_04.png
Jane_outfit_02,15,,Daytime Chat Show,"Jane has herself been interviewed, many times, over the years.",Survivor,The Interviewee,Rare,1,[],images/Customization/Jane_outfit_02.png
Jane_outfit_02_01,15,,Late-Night Look,"Jane has herself been interviewed, many times, over the years.",Survivor,The Interviewee,Rare,1,[],images/Customization/Jane_outfit_02_01.png
Jane_outfit_CV01,15,,"""Jane's favorite books.""","""Today, on The Jane Romero Show…""",Survivor,Jane Essentials,Common,1,[],images/Customization/Jane_outfit_CV01.png
Jane_outfit_CV02,15,,"""You can do it… here's how.""","""Today, on The Jane Romero Show…""",Survivor,Jane Essentials,Common,1,[],images/Customization/Jane_outfit_CV02.png
Jane_outfit_CV03,15,,"""Making dreams come true.""","""Today, on The Jane Romero Show…""",Survivor,Jane Essentials,Common,1,[],images/Customization/Jane_outfit_CV03.png
Jane_outfit_CV04,15,,"""Medical advice, with Dr. Roy.""","""Today, on The Jane Romero Show…""",Survivor,Jane Essentials,Common,1,[],images/Customization/Jane_outfit_CV04.png
Jeff_Outfit_007,14,,Black Metal,Jeff embraces his Norwegian roots and proves he belongs in the exclusive black metal scene.,Survivor,Helvete Scythe,Very Rare,1,[],images/Customization/Jeff_Outfit_007.png
Jeff_outfit_008,14,,Gallery Opening Gala,"This is it, the opening of your first exhibition, and it's your moment to shine!",Survivor,Gold & Silk,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/Jeff_outfit_008.png
Jeff_outfit_01_02,14,,Ex-Roadie for The Rememberers,"He can leave the road behind, but their music will always be a part of him. He wears their colors with pride.",Survivor,Heavy Metal,Uncommon,1,[],images/Customization/Jeff_outfit_01_02.png
Jeff_outfit_01_03,14,,Roadie for The Great Winter,"He can leave the road behind, but their music will always be a part of him. He wears their colors with pride.",Survivor,Heavy Metal,Uncommon,1,[],images/Customization/Jeff_outfit_01_03.png
Jeff_outfit_01_04,14,,Ex-Roadie for Infinite DeathCycle,"He can leave the road behind, but their music will always be a part of him. He wears their colors with pride.",Survivor,Heavy Metal,Uncommon,1,[],images/Customization/Jeff_outfit_01_04.png
Jeff_outfit_02,14,,Try-Hard Roadie,"Uprooted from his hometown, the road became his home and music his family.",Survivor,On The Road,Rare,1,[],images/Customization/Jeff_outfit_02.png
Jeff_outfit_02_01,14,,Veteran Roadie,"Uprooted from his hometown, the road became his home and music his family.",Survivor,On The Road,Rare,1,[],images/Customization/Jeff_outfit_02_01.png
Jeff_outfit_CV01,14,,Rogue Illustrator,"A casual, mean look for the artist with a heart of gold.",Survivor,Jeff Essentials,Common,1,[],images/Customization/Jeff_outfit_CV01.png
Jeff_outfit_CV02,14,,Edgy Oil Painter,"A casual, mean look for the artist with a heart of gold.",Survivor,Jeff Essentials,Common,1,[],images/Customization/Jeff_outfit_CV02.png
Jeff_outfit_CV03,14,,Rugged Digital Artist,"A casual, mean look for the artist with a heart of gold.",Survivor,Jeff Essentials,Common,1,[],images/Customization/Jeff_outfit_CV03.png
Jeff_outfit_CV04,14,,Bohemian Sketcher,"A casual, mean look for the artist with a heart of gold.",Survivor,Jeff Essentials,Common,1,[],images/Customization/Jeff_outfit_CV04.png
JP_outfit_001_01,3,,Ranchman,Howdy partner! The perfect outfit for living off the land and keeping the sun off your neck.,Survivor,Western Wrangler,Very Rare,0,[],images/Customization/JP_outfit_001_01.png
JP_outfit_003_03,3,,Leafy Green,A shirt that covers its wearer in lush patterns of nature.,Survivor,Off-The-Grid,Uncommon,0,[],images/Customization/JP_outfit_003_03.png
JP_outfit_010,3,,Nonconformist,He rejected his privilege and left everything behind to find himself.,Survivor,Urban Zenitude,Rare,1,[],images/Customization/JP_outfit_010.png
JP_outfit_011,3,,Vigo's Marauder,"Stumbling upon a derelict shack, he uncovered a hidden chest with strange glass vials. He took all he could carry.",Survivor,Hallowed Catalyst,Special Event,1,[],images/Customization/JP_outfit_011.png
JP_outfit_012,3,,Lunar Fusion,"A modern American take on a traditional Korean style, inspired by the lunar new year.",Survivor,Lunar New Year 2020,Very Rare,1,[],images/Customization/JP_outfit_012.png
JP_outfit_012_01,3,,All White Everything,"While still living in the city, he was invited to a prestigious party with an obnoxious dress code.",Survivor,Midsummer Mayhem Collection,Rare,0,[],images/Customization/Jake/JP_outfit_012_01.png
JP_outfit_013,3,,Woodworker,There was distinct satisfaction in sleeping in a shelter built from scratch. It was Jake's favorite way to unwind.,Survivor,Log Cabin,Very Rare,1,[],images/Customization/JP_outfit_013.png
JP_outfit_014,3,,Winter Comfort,"It was Jake’s final holidays at home. Soon, his silk pajamas would be traded in for something more rustic. But for now, appearances had to be maintained.",Survivor,Holiday Horror,Very Rare,0,[],images/Customization/JP_outfit_014.png
JP_outfit_014_01,3,,Heart Cozies,Silk pajamas for those who appreciate romance.,Survivor,Valentine’S 2022,Very Rare,1,[],images/Customization/JP_outfit_014_01.png
JP_outfit_015,3,,Boar Hunter,"When starvation sets in, there’s no lengths that a human won’t go to.",Survivor,Deliverance,Very Rare,1,[],images/Customization/JP_outfit_015.png
JP_outfit_016,3,,Fancy Family Dinner,"Dressed to the nines, he attended the Lunar New Year family dinner. Exceptionally, his grandmother on his father’s side would be visiting this year.",Survivor,Lurking Stripes,Very Rare,0,[],images/Customization/JP_outfit_016.png
JP_outfit_017,3,,Surf Survivor,A survival trip on a beachfront afforded him a little time to hit the waves—time that was cut short by a shark attack.,Survivor,Waterfront Massacre Collection,Very Rare,0,[],images/Customization/Jake/JP_outfit_017.png
JP_outfit_018,3,,Levi’s Uniform,The outfit of an aloof leader from a lost realm.,Survivor,Attack On Titan Collection,Very Rare,1,[],images/Customization/Jake/JP_outfit_018.png
JP_outfit_01_02,3,,Cosmic Afterburn,"A replica of the uniform worn by the cast of Cosmic Afterburn, Jake reluctantly accepted a job to model it.",Survivor,Under The Night Sky,Rare,1,[],images/Customization/JP_outfit_01_02.png
JP_outfit_01_03,3,,Cyberclimber,"Looking almost like something from science fiction, Jake found himself in this outfit he designed as a child, like a nearly-forgotten memory.",Survivor,Autumn Chill,Very Rare,0,[],images/Customization/Jake/JP_outfit_01_03.png
K20_outfit_006,,268435475,The Corrupted,"Born from a dark wish, his purpose was to find and punish the guilty.",Killer,Dark Wish,Very Rare,1,[],images/Customization/K20_outfit_006.png
K20_outfit_007,,268435475,Forge Born,"Straight from the fiery forge, an inferno of cruelty and malice rages.",Killer,Immolation,Very Rare,1,[],images/Customization/K20_outfit_007.png
K20_outfit_008,,268435475,Pyramid Blight,"The putrid serum took hold of the creature born from a dark wish, rotting with putrid ways to punish the guilty.",Killer,Hallowed Curse,Very Rare,1,[],images/Customization/K20_outfit_008.png
K21_outfit_006,,268435476,Sophisticated Slaughter,A high-class ensemble that still holds the smell of London’s smoggy streets.,Killer,Gentleman Horror,Very Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/K21_outfit_006.png
K21_outfit_006_01,,268435476,Lucky Greens,"An Irish outfit to celebrate the holiday, gifted to Talbot by a friend in the East India Company.",Killer,St. Patrick’S 2022,Rare,0,[],images/Customization/K21_outfit_006_01.png
K21_outfit_007,,268435476,True Blight,"An extreme overdose of putrid serum culminated in a corruption like no other. Visceral cankers blossomed through his body, sprouting from his flesh and twisting out of nearly every orifice.",Killer,Hallowed Curse,Special Event,1,[],images/Customization/K21_outfit_007.png
K21_outfit_008,,268435476,Ferryman of the Underworld,Death was just the beginning of the journey.,Killer,Greek Legends,Ultra Rare,1,[],images/Customization/K21_outfit_008.png
K21_outfit_009,,268435476,Seething Ice,"During the Darkening, glacial winds blew from the Lost Realms, spreading an everlasting frost of penetrating ice clusters.",Killer,Everlasting Frost,Very Rare,0,[],images/Customization/K21_outfit_009.png
K21_outfit_010,,268435476,Organic Monstrosity,"Organisms festered in his forgotten wounds, spreading disease from limb to limb.",Killer,Spring Ensembles,Very Rare,1,[],images/Customization/K21/K21_outfit_010.png
K21_outfit_011,,268435476,Invasive Species,He travelled to North Africa to investigate a strange new flora causing madness among the colonists.,Killer,Enter The Bleed Collection,Very Rare,0,[],images/Customization/K21/K21_outfit_011.png
K21_outfit_012,,268435476,William Birkin,A genius scientist with a cruel personality.,Killer,Resident Evil X Lny Collection,Legendary,1,[],images/Customization/K21/K21_outfit_012.png
K21_outfit_01_01,,268435476,Chemical Monstrosity,"Some could argue that the alchemist hadn’t so much destroyed his former self, as he had enhanced it.",Killer,Tragic Fate,Uncommon,1,[],images/Customization/K21_outfit_01_01.png
K21_outfit_01_02,,268435476,Intellectual Monstrosity,"Some could argue that the alchemist hadn’t so much destroyed his former self, as he had enhanced it.",Killer,Tragic Fate,Uncommon,1,[],images/Customization/K21_outfit_01_02.png
K21_outfit_01_03,,268435476,Ravenous Monstrosity,"Some could argue that the alchemist hadn’t so much destroyed his former self, as he had enhanced it.",Killer,Tragic Fate,Uncommon,1,[],images/Customization/K21_outfit_01_03.png
K21_outfit_01_04,,268435476,Tragic Monstrosity,"Some could argue that the alchemist hadn’t so much destroyed his former self, as he had enhanced it.",Killer,Tragic Fate,Uncommon,0,[],images/Customization/K21_outfit_01_04.png
K21_outfit_01_CV01,,268435476,Rampant Hunger,"Only shades of who he once was remained, the void left filled with an unrestrained fervor for something more.",Killer,Blight Aberrations,Common,1,[],images/Customization/K21_outfit_01_CV01.png
K21_outfit_01_CV02,,268435476,Rampant Ambition,"Only shades of who he once was remained, the void left filled with unrestrained fervor.",Killer,Blight Aberrations,Common,1,[],images/Customization/K21_outfit_01_CV02.png
K21_outfit_01_CV03,,268435476,Rampant Madness,"Only shades of who he once was remained, the void left filled with unrestrained fervor.",Killer,Blight Aberrations,Common,1,[],images/Customization/K21_outfit_01_CV03.png
K21_outfit_01_CV04,,268435476,Rampant Gluttony,"Only shades of who he once was remained, the void left filled with unrestrained fervor.",Killer,Blight Aberrations,Common,1,[],images/Customization/K21_outfit_01_CV04.png
K21_outfit_02,,268435476,Park Lane Aristocrat,A finely made outfit that identifies the wearer as a person of wealth and taste.,Killer,Dapper Deformations,Rare,1,[],images/Customization/K21_outfit_02.png
K21_outfit_02_01,,268435476,Westminster Aristocrat,A finely made outfit that identifies the wearer as a person of wealth and taste.,Killer,Dapper Deformations,Rare,1,[],images/Customization/K21_outfit_02_01.png
K22_outfit_006,,268435477,Blood & Guts,"Barely clinging to life during a frigid winter in Marseille, Charlotte stabbed a pig and warmed herself with its steaming viscera.",Killer,Holiday Horror,Very Rare,0,[],images/Customization/K22_outfit_006.png
K22_outfit_007,,268435477,Seabed Sustenance,"Hunted and hungry, she stole tools from a freshly dead fisherman to catch dinner.",Killer,Sea-Washed Creatures,Very Rare,1,[],images/Customization/K22_outfit_007.png
K22_outfit_008,,268435477,New World Stowaway,"Charlotte recalled her mother speaking of a place across the ocean, where Victor and Charlotte would be free of pursuit.",Killer,A Dream Of Escape,Very Rare,0,[],images/Customization/K22/K22_outfit_008.png
K22_outfit_01_01,,268435477,From the Wastes,"Charlotte fought for everything she had, oftentimes literally.",Killer,French Pauper,Uncommon,1,[],images/Customization/K22_outfit_01_01.png
K22_outfit_01_02,,268435477,From the Gutters,"Charlotte fought for everything she had, oftentimes literally.",Killer,French Pauper,Uncommon,1,[],images/Customization/K22_outfit_01_02.png
K22_outfit_01_03,,268435477,From the Ruins,"Charlotte fought for everything she had, oftentimes literally.",Killer,French Pauper,Uncommon,1,[],images/Customization/K22_outfit_01_03.png
K22_outfit_01_CV01,,268435477,Shreds of Dignity,She had so little that even a ragged outfit was a significant portion of her wealth.,Killer,The Twins Aberrations,Common,1,[],images/Customization/K22_outfit_01_CV01.png
K22_outfit_01_CV02,,268435477,Shreds of Comfort,She had so little that even a ragged outfit was a significant portion of her wealth.,Killer,The Twins Aberrations,Common,1,[],images/Customization/K22_outfit_01_CV02.png
K22_outfit_01_CV03,,268435477,Shreds of Solace,She had so little that even a ragged outfit was a significant portion of her wealth.,Killer,The Twins Aberrations,Common,1,[],images/Customization/K22_outfit_01_CV03.png
K22_outfit_01_CV04,,268435477,Shreds of Warmth,She had so little that even a ragged outfit was a significant portion of her wealth.,Killer,The Twins Aberrations,Common,1,[],images/Customization/K22_outfit_01_CV04.png
K22_outfit_02,,268435477,Eternal Anguish,Her heartbreak over Victor’s death was so great that she stole&nbsp;a grieving widow’s mourning gown.,Killer,Dust To Dust,Rare,1,[],images/Customization/K22_outfit_02.png
K22_outfit_02_01,,268435477,Eternal Sorrow,Her heartbreak over Victor’s death was so great that she stole a grieving widow’s mourning gown.,Killer,Dust To Dust,Rare,1,[],images/Customization/K22_outfit_02_01.png
K23_outfit_006,,268435478,Cut Thru U Performance,"The outfit of the opening song during the Trickster's World Tour, which involves a theatrical play of lights and elaborate choreography.",Killer,Seoul Sights,Very Rare,1,[],images/Customization/K23_outfit_006.png
K23_outfit_006_01,,268435478,Glittering Magpie,A concert outfit inspired by a bird local to Korea. It is said to bring good luck and fortune.,Killer,Spring Ensembles,Very Rare,0,[],images/Customization/K23/K23_outfit_006_01.png
K23_outfit_007,,268435478,Pressured Performer,The night inspired him and concealed his dark impulses.,Killer,Neon Nights,Very Rare,1,[],images/Customization/K23_outfit_007.png
K23_outfit_008,,268435478,Fire Moon Performer,He climbed on stage at the full Fire Moon Festival and delivered an unforgettable live performance.,Killer,Fire Moon Festival,Very Rare,1,[],images/Customization/K23_outfit_008.png
K23_outfit_009,,268435478,Dark Summer,An eclectic outfit worn during The Trickster’s Brazilian concert.,Killer,Crescendo,Very Rare,1,[],images/Customization/K23_outfit_009.png
K23_outfit_010,,268435478,God of Desire,"He performed for his most hardcore fans on Valentine's Day, giving them a unique experience. He addressed the crowd of crying fans, asking them to be his Valentine.",Killer,Vain Valentine,Ultra Rare,1,"[{""currency"":""Cells"",""discount"":40.00001,""start"":1676390400,""end"":1676995200}]",images/Customization/K23_outfit_010.png
K23_outfit_012,,268435478,Stage General,He saved one of his most dramatic looks for a guest appearance on a talent show.,Killer,Pop Superstar Collection,Very Rare,1,[],images/Customization/K23/K23_outfit_012.png
