id,powerID,name,description,rarity,image
Addon_GasBomb_19,Item_Slasher_GasBomb,Tattoo's Middle Finger,The prized middle finger of a large tattooed man. Has a faint taste of machinery oil.<br><br>Auras of Intoxicated or Invigorated Survivors are revealed to you for <b>6 seconds</b>.,Ultra Rare,images/ItemAddons/Guam/iconAddon_tattoosMiddleFinger.png
Addon_GasBomb_20_DirectHitInflictsExposed,Item_Slasher_GasBomb,Redhead's Pinky Finger,The prized pinky of a redhead. Faintly fragrant. Tastes of potpourri and varnish.<br><br>Direct hits by a bottle of <b>Afterpiece Tonic</b> inflict <b>Exposed</b> until Intoxication ends.Start with <b>2 fewer</b> bottles. <b>Decreases</b> maximum carried bottles amount by <b>2</b>.<br><br>Exposed Survivors will be downed by basic attacks even if uninjured.,Ultra Rare,images/ItemAddons/Guam/iconAddon_redheadsPinkyFinger.png
Addon_Ghost_CheapCologne,Item_Slasher_GhostPower,Cheap Cologne,Dollar store cologne with a pungent scent of rubbing alcohol. Worn by Ghost Face to make his presence known. Reserved for impromptu visits.<br><br><b>Increases</b> Marked duration by <b>10 seconds</b>.,Common,images/ItemAddons/Oman/iconAddon_cheapCologne.png
Addon_Ghost_ChewedPen,Item_Slasher_GhostPower,Chewed Pen,Blue pen with a chewed cap that holds traces of Danny’s DNA. Incriminating evidence that was never found.<br><br>Survivors that are in the dying state take <b>3 seconds</b> to reveal <b>The Ghost Face</b>.,Rare,images/ItemAddons/Oman/iconAddon_chewedPen.png
Addon_Ghost_DriversLicense,Item_Slasher_GhostPower,Driver's License,"A driver’s license revealing Olsen’s true identity: Danny Johnson.<br><br>When Marking a Survivor repairing a generator, the generator explodes and loses <b>20% progress</b>.The affected generator becomes blocked for <b>15 seconds</b>.When Marking multiple Survivors at the same time, the loss of progress only applies once.",Very Rare,images/ItemAddons/Oman/iconAddon_driversLicense.png
Addon_Ghost_DropLegKnifeSheath,Item_Slasher_GhostPower,Drop-Leg Knife Sheath,Sheath allowing a full motion range: ideal to inflict quick and powerful wounds while moving freely. Stolen from a patrol officer the night Danny left Philadelphia.<br><br><b>The Ghost Face</b> gains <b>10% movement speed</b> for <b>5 seconds</b> after Marking a Survivor.,Very Rare,images/ItemAddons/Oman/iconAddon_dropLegKnifeSheath.png
Addon_Ghost_HeadlinesCutouts,Item_Slasher_GhostPower,Headline Cutouts,"Cutouts of articles covering unsolved murder cases from Utah to Pennsylvania. While Ghost Face only authored some of the headlines, he committed all the murders.<br><br>Compiling your success makes you proud and boosts your confidence.<br><br><b>Increases</b> movement speed while stalking by <b>40%</b>.",Common,images/ItemAddons/Oman/iconAddon_headlinesCutouts.png
Addon_Ghost_KnifeBeltClip,Item_Slasher_GhostPower,Knife Belt Clip,Perfect belt clip to scout carry your blade discreetly. No one knows what you’re planning to do tonight.<br><br><b>Reduces</b> the Terror Radius by <b>8 meters</b> while crouching.,Rare,images/ItemAddons/Oman/iconAddon_knifeBeltClip.png
Addon_Ghost_LastingPerfume,Item_Slasher_GhostPower,Lasting Perfume,An overpowering musky fragrance worn by Ghost Face to announce his presence. Reserved for victims he planned to write about.<br><br>Survivors that are on a hook take <b>3 seconds</b> to reveal <b>The Ghost Face</b>.,Rare,images/ItemAddons/Oman/iconAddon_lastingPerfume.png
Addon_Ghost_LeatherKnifeSheath,Item_Slasher_GhostPower,Leather Knife Sheath,Quiet and flexible sheath to carry your blade. Movement is easier when things are fastened into place.<br><br><b>Increases</b> crouched movement speed by <b>10%</b>.,Rare,images/ItemAddons/Oman/iconAddon_leatherKnifeSheath.png
Addon_Ghost_MarkedMap,Item_Slasher_GhostPower,Marked Map,"The annotated map of Northern Roseville, Florida. Each X represents a victim of The Ghost Face. Mapping out your targets allows you to roam the streets undetected.<br><br><b>Increases</b> duration of Killer Instinct after being revealed by <b>2 seconds</b>.",Uncommon,images/ItemAddons/Oman/iconAddon_markedMap.png
Addon_Ghost_NightVisionMonocular,Item_Slasher_GhostPower,Night Vision Monocular,"Night vision lens enabling sharp photos even when shrouded in darkness. Ideal for discreet, impromptu visits late at night.<br><br>A Survivor that reveals <b>The Ghost Face</b> is inflicted with <b>Exhausted</b> for <b>5 seconds</b>.<br><br>Exhausted prevents Survivors from activating exhausting perks.",Very Rare,images/ItemAddons/Oman/iconAddon_nightvisionMoncular.png
Addon_Ghost_OlsensAddressBook,Item_Slasher_GhostPower,Olsen's Address Book,"Filled in blunt, blue crabbed writing. All the Roseville murder victims are listed there, along with their phone number and address.<br><br>Survivors that are Marked reveal their auras for <b>5 seconds</b> when performing rushed actions.",Uncommon,images/ItemAddons/Oman/iconAddon_olsensAddressBook.png
Addon_Ghost_OlsensJournal,Item_Slasher_GhostPower,Olsen’s Journal,"A spiral notebook filled with stained, handwritten entries. The journal details different equipment used to stalk victims.<br><br>A Survivor that is Marked is inflicted with <b>Oblivious</b> until the Mark expires.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.",Uncommon,images/ItemAddons/Oman/iconAddon_olsensJournal.png
Addon_Ghost_OlsensWallet,Item_Slasher_GhostPower,Olsen’s Wallet,"Olsen’s wallet holds thirty dollars in cash, a video club membership card, and a folded picture of Olsen’s first Roseville victim. Carrying incriminating evidence boosts your excitement and resolve.<br><br>Breaking a pallet or wall immediately recharges <b>Night Shroud</b>.",Rare,images/ItemAddons/Oman/iconAddon_olsensWallet.png
Addon_Ghost_OutdoorSecurityCamera,Item_Slasher_GhostPower,Outdoor Security Camera,A small surveillance camera that filmed Ghost Face breaking into a house on Belleview Road in Northern Roseville. The camera was positioned at the perfect angle to catch a glimpse of Ghost Face without providing any real clues to the police.<br><br>The auras of all Survivors are revealed for <b>7 seconds</b> when a Marked Survivor is put into the dying state.,Ultra Rare,images/ItemAddons/Oman/iconAddon_outdoorSecurityCamera.png
Addon_Ghost_Philly,Item_Slasher_GhostPower,“Philly”,"Stolen camera from a victim of Olsen’s in Philadelphia, where he worked before. The film inside captured his last night in the city.<br><br><b>Decreases</b> time required to Mark a Survivor by <b>20%</b>.",Common,images/ItemAddons/Oman/iconAddon_philly.png
Addon_Ghost_ReusableCinchStraps,Item_Slasher_GhostPower,Cinch Straps,Black straps that keep everything in place while on the prowl.<br><br><b>Night Shroud</b> remains active after a failed basic attack.,Uncommon,images/ItemAddons/Oman/iconAddon_reusuableCinchStraps.png
Addon_Ghost_TelephotoLens,Item_Slasher_GhostPower,Telephoto Lens,A manual focus lens to take pictures from afar without being noticed.<br><br>A Survivor that reveals <b>The Ghost Face</b> is inflicted with <b>Oblivious</b> for <b>60 seconds</b>.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.,Uncommon,images/ItemAddons/Oman/iconAddon_telephotoLens.png
Addon_Ghost_TheGhostFaceCaughtOnTape,Item_Slasher_GhostPower,“Ghost Face Caught on Tape”,Tape obtained by Olsen to write an article that terrorized Roseville.<br><br>Instantly recharges <b>Night Shroud</b> after a successful basic attack that puts a Survivor into the dying state.,Ultra Rare,images/ItemAddons/Oman/iconAddon_caughtOnTape.png
Addon_Ghost_VictimsDetailedRoutine,Item_Slasher_GhostPower,Victim’s Detailed Routine,"A ripped page outlining the weekly routine of Olsen's first victim in Roseville. Compiling your victim's habits allows you to anticipate and counter their next move.<br><br>After being Marked, Survivors are inflicted with <b>Exhausted</b> for <b>5 seconds</b>.<br><br>Exhausted prevents Survivors from activating exhausting perks.",Very Rare,images/ItemAddons/Oman/iconAddon_victimsDetailedRoutine.png
Addon_Ghost_WalleyesMatchbook,Item_Slasher_GhostPower,Walleye's Matchbook,"A sheet of matches from Walleye's, a small bar in Northern Roseville. A victim’s phone number is scribbled in blue. One of the incriminating pieces of evidence found.<br><br><b>Decreases Night Shroud</b> recovery time by <b>6 seconds</b>.",Common,images/ItemAddons/Oman/iconAddon_walleyesMatchbook.png
Addon_Harpoon_BarbedWire,Item_Slasher_HarpoonRifle,Barbed Wire,"Pliable American made steel lined with sharp barbs. Despite its simplicity, Caleb found it could be wrapped around a spear to increase its viciousness.<br><br><b>Increases</b> Survivor mend time by <b>3.5 seconds</b>.",Very Rare,images/ItemAddons/Ukraine/iconAddon_barbedWire.png
Addon_Harpoon_BayshoresCigar,Item_Slasher_HarpoonRifle,Bayshore’s Cigar,"A quality cigar, plucked from the jacket of Caleb’s boss while he wailed over the spear lodged in his abdomen.<br><br><b>Decreases</b> the stun duration when Survivors break free by <b>1 second</b>.",Very Rare,images/ItemAddons/Ukraine/iconAddon_bayshoresCigar.png
Addon_Harpoon_BayshoresGoldTooth,Item_Slasher_HarpoonRifle,Bayshore’s Gold Tooth,"A golden tooth torn from Henry Bayshore as he screamed for mercy, hours before he was finished off.<br><br><b>Increases</b> <b>The Redeemer's</b> reeling speed by <b>9%</b>.",Rare,images/ItemAddons/Ukraine/iconAddon_bayshoresGoldTooth.png
Addon_Harpoon_ChewingTobacco,Item_Slasher_HarpoonRifle,Chewing Tobacco,A can of clipped and sweetened tobacco leaves lifted from a gutted body in Glenvale. Stimulates the nervous system.<br><br><b>Decreases</b> the stun duration when Survivors break free by <b>0.5 seconds</b>.,Uncommon,images/ItemAddons/Ukraine/iconAddon_chewingTobacco.png
Addon_Harpoon_ClearCreekWhiskey,Item_Slasher_HarpoonRifle,Gold Creek Whiskey,Warm comfort in a bottle that quelled Caleb’s anger and slowed his step.<br><br><b>Decreases</b> Terror Radius by <b>8 meters</b> while aiming down <b>The Redeemer's</b> sights.,Very Rare,images/ItemAddons/Ukraine/iconAddon_clearCreekWhiskey.png
Addon_Harpoon_HellshireIron,Item_Slasher_HarpoonRifle,Hellshire&nbsp;Iron,"The Hellshire Gang’s branding iron. Despite folklore, it never made its mark on new initiates, instead having been used to brand particularly quarrelsome bounties.<br><br>When a Survivor is speared, gain <b>Undetectable</b>. The effect persists for <b>10 seconds</b> after the Survivor is no longer speared.<br><br>Undetectable hides the Killer's aura, Terror Radius and Red Stain.",Ultra Rare,images/ItemAddons/Ukraine/iconAddon_hellshireIron.png
Addon_Harpoon_HoneyLocustThorns,Item_Slasher_HarpoonRifle,Honey Locust Thorns,"Angered with a bounty who fled twice before, Caleb twisted thorn branches onto a spear and let it loose.<br><br>Breaking free from the spear inflicts <b>Mangled</b>.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.",Rare,images/ItemAddons/Ukraine/iconAddon_honeyLocustThorns.png
Addon_Harpoon_IridescentCoin,Item_Slasher_HarpoonRifle,Iridescent Coin,A glass-like coin molded from The Fog itself. Payment to the bounty hunter for services rendered.<br><br>Survivors speared from at least <b>12 meters</b> away are inflicted with <b>Exposed</b> for as long as they remain speared.<br><br>Exposed survivors will be downed by basic attacks even if uninjured.,Ultra Rare,images/ItemAddons/Ukraine/iconAddon_iridescentCoin.png
Addon_Harpoon_JawSmasher,Item_Slasher_HarpoonRifle,Jaw Smasher,The bullet that ripped through Caleb’s jaw during a frenzied shootout. It brings back a burning desire for revenge.<br><br><b>Increases</b> movement speed by <b>1%</b> while aiming down <b>The Redeemer's</b> sights.,Uncommon,images/ItemAddons/Ukraine/iconAddon_jawSmasher.png
Addon_Harpoon_MarshalsBadge,Item_Slasher_HarpoonRifle,Marshal's Badge,A silver badge taken from the corpse of a lawman in Arizona Territory who interfered with the Hellshire Gang’s bounties.<br><br><b>Decreases</b> Terror Radius by <b>4 meters</b> while aiming down <b>The Redeemer's</b> sights.,Uncommon,images/ItemAddons/Ukraine/iconAddon_marshalsBadge.png
Addon_Harpoon_ModifiedAmmoBelt,Item_Slasher_HarpoonRifle,Modified Ammo Belt,An old ammo belt Caleb altered for his specialized weaponry. Still holds the fine red dirt of the Arizona Territory desert.<br><br><b>Decreases</b> <b>The Redeemer's</b> reload time by <b>0.25 seconds</b>.,Common,images/ItemAddons/Ukraine/iconAddon_modifiedAmmoBelt.png
Addon_Harpoon_PoisonOakLeaves,Item_Slasher_HarpoonRifle,Poison Oak Leaves,"An ordinary looking plant, Caleb found that spears coated in its oil caused unbearable blistering around wounds.<br><br><b>Increases</b> Survivor mend time by <b>1.5 seconds</b>.",Uncommon,images/ItemAddons/Ukraine/iconAddon_poisonOakLeaves.png
Addon_Harpoon_PrisonChain,Item_Slasher_HarpoonRifle,Prison Chain,"A thick, heavy chain that once held a steel ball and latched to Caleb’s ankle. It’s been repurposed to hook onto a spear.<br><br><b>Increases</b> time required for a Survivor to break free from a spear by <b>10%</b>.",Very Rare,images/ItemAddons/Ukraine/iconAddon_prisonChain.png
Addon_Harpoon_RicketyChain,Item_Slasher_HarpoonRifle,Rickety Chain,"Weak steel links first used on Caleb's prototype Speargun. Despite the chain's failings, it holds sentimental value.<br><br>Grants <b>50% bonus Bloodpoints</b> for <i>Speared</i> score events.Survivors break free <b>33%</b> faster.",Common,images/ItemAddons/Ukraine/iconAddon_ricketyChain.png
Addon_Harpoon_RustedSpike,Item_Slasher_HarpoonRifle,Rusted Spike,A railroad spike that Caleb fastened to the front of the Speargun during a moment of morbid curiosity. The dull tip prevents it from cleanly piercing its target.<br><br><b>The Redeemer's</b> shots inflict <b>Mangled</b>.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.,Uncommon,images/ItemAddons/Ukraine/iconAddon_rustedSpike.png
Addon_Harpoon_SnakeOil,Item_Slasher_HarpoonRifle,Snake Oil,A tincture of oils and extracts purchased from a travelling salesman. Purported to cure all that ails you.<br><br><b>Increases</b> <b>The Redeemer's</b> reeling speed by <b>5%</b>.,Common,images/ItemAddons/Ukraine/iconAddon_snakeOil.png
Addon_Harpoon_SpitPolishRag,Item_Slasher_HarpoonRifle,Spit Polish Rag,A grimy piece of burlap. Spit and elbow grease was enough to wipe down the speargun in the heat of a shootout.<br><br><b>Decreases</b> <b>The Redeemer's</b> miss cooldown by <b>0.25 seconds</b>.,Common,images/ItemAddons/Ukraine/iconAddon_spitPolishRag.png
Addon_Harpoon_TinOilCan,Item_Slasher_HarpoonRifle,Tin Oil Can,"A can holding a small amount of oil to reduce friction in machinery. Early models of the Speargun were notorious for jamming, and oil had to be readily available.<br><br><b>Decreases</b> <b>The Redeemer's</b> miss cooldown by <b>0.5 seconds</b>.",Rare,images/ItemAddons/Ukraine/iconAddon_tinOilCan.png
Addon_Harpoon_WantedPoster,Item_Slasher_HarpoonRifle,Wanted Poster,The yellowed remains of a wanted poster for Mason Kelly. Kept Caleb focused on the hunt.<br><br><b>Increases</b> movement speed by <b>2.5%</b> while aiming down <b>The Redeemer's</b> sights.,Rare,images/ItemAddons/Ukraine/iconAddon_wantedPoster.png
Addon_Harpoon_WardensKeys,Item_Slasher_HarpoonRifle,Warden’s Keys,The dull jangle of the keys evokes a furious memory within Caleb.<br><br><b>Decreases</b> <b>The Redeemer's</b> reload time by <b>0.5 seconds</b>.,Rare,images/ItemAddons/Ukraine/iconAddon_wardensKeys.png
Addon_Hatchet_AmanitaToxin,Item_Slasher_Hatchet,Amanita Toxin,A toxin applied to the Hatchets' blade. The Amanita mushrooms' toxin numbs the mind.<br><br>Hatchets inflict <b>Blindness</b> for <b>60 seconds</b>.<br><br>Blindness prevents Survivors from seeing auras.,Common,images/ItemAddons/DLC5/iconAddon_amanitaToxin.png
Addon_Hatchet_BandagedHaft,Item_Slasher_Hatchet,Bandaged Haft,First-aid bandages securely rolled and attached to the Hatchets' haft.<br><br><b>Decreases</b> Hatchet throw cooldown by <b>10%</b>.,Common,images/ItemAddons/DLC5/iconAddon_bandagedHaft.png
Addon_Hatchet_BegrimedHead,Item_Slasher_Hatchet,Begrimed Head,"These Hatchets' heads are stained with a foul substance that afflict anyone it touches with debilities.<br><br>Hit target suffers from the <b>Mangled</b> and <b>Hemorrhage</b> status effects until fully healed.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.",Very Rare,images/ItemAddons/DLC5/iconAddon_begrimedHead.png
Addon_Hatchet_BerusToxin,Item_Slasher_Hatchet,Yellowed Cloth,A simple scrap of material to tend to blisters and wipe the puss away.<br><br><b>Increases</b> thrown hatchet speed by <b>10%</b>.,Common,images/ItemAddons/DLC5/iconAddon_yellowedCloth.png
Addon_Hatchet_CoarseStone,Item_Slasher_Hatchet,Coarse Stone,This stone is too coarse to do any good. A blade damaged by it inflicts awful open wounds.<br><br>Hitting a target increases the volume of their grunts of pain by <b>50%</b> until healed.,Common,images/ItemAddons/DLC5/iconAddon_coarseStone.png
Addon_Hatchet_DeerskinGloves,Item_Slasher_Hatchet,Deerskin Gloves,Cured leather gloves that protect the hands and give a sure grip.<br><br><b>Decreases</b> time required to reload Hatchets at a locker by <b>20%</b>.,Rare,images/ItemAddons/DLC5/iconAddon_deerskinGloves.png
Addon_Hatchet_FineStone,Item_Slasher_Hatchet,Weighted Head,"An oddly weighted hatchet head, crafted to deliver a hard blow to its target. It requires a wielder with a strong arm.<br><br>Hatchets inflict <b>Incapacitated</b> for <b>10 seconds</b>.<br><br>Incapacitated prevents Survivors from healing, repairing, sabotaging, cleansing, blessing, mending, or using items.",Uncommon,images/ItemAddons/DLC5/iconAddon_weightedHead.png
Addon_Hatchet_FlowerBabushka,Item_Slasher_Hatchet,Flower Babushka,A clean and colorful kerchief adorned with a flower pattern. This memory of a lost little one fills the Huntress with rage and focus.<br><br><b>Decreases</b> time required to wind up a Hatchet throw by <b>12%</b>.,Rare,images/ItemAddons/DLC5/iconAddon_flowerBabushka.png
Addon_Hatchet_GlowingConcoction,Item_Slasher_Hatchet,Glowing Concoction,An otherworldly concoction that faintly glows a foreboding light.<br><br>Reveals the auras of Survivors hit by Hatchets for <b>5 seconds</b>.,Very Rare,images/ItemAddons/DLC5/iconAddon_glowingConcoction.png
Addon_Hatchet_InfantryBelt,Item_Slasher_Hatchet,Infantry Belt,A sturdy utility belt pillaged from a soldier. Its multiple leather loops and holsters are useful to transport tools.<br><br>Start with <b>2 extra</b> Hatchets.<b>Increases</b> maximum carried Hatchet amount by <b>2</b>.,Very Rare,images/ItemAddons/DLC5/iconAddon_infantryBelt.png
Addon_Hatchet_IridescentHead,Item_Slasher_Hatchet,Iridescent Head,A glass-like Hatchet head molded from The Fog Itself. The blade is warm and reverberating with The Entity's power.<br><br>Successful Hatchet hits immediately put healthy Survivors into the dying state.Sets maximum number of carried Hatchets to <b>1</b>.,Ultra Rare,images/ItemAddons/DLC5/iconAddon_iridescentHead.png
Addon_Hatchet_LeatherLoop,Item_Slasher_Hatchet,Leather Loop,This leather strip tied into a loop can be attached to a belt to allow easy transportation of tools.<br><br>Start with <b>1 extra</b> Hatchet.<b>Increases</b> maximum carried Hatchet amount by <b>1</b>.,Uncommon,images/ItemAddons/DLC5/iconAddon_leatherLoop.png
Addon_Hatchet_MannaGrassBraid,Item_Slasher_Hatchet,Manna Grass Braid,A circular decorative braid made from manna grass. This memory of a lost little one fills the Huntress with rage and focus.<br><br><b>Decreases</b> time required to wind up a Hatchet throw by <b>8%</b>.,Uncommon,images/ItemAddons/DLC5/iconAddon_mannaGrassBraid.png
Addon_Hatchet_OakHaft,Item_Slasher_Hatchet,Oak Haft,A polished haft which allows for a quick and sly manipulation of the deadly tool.<br><br><b>Decreases</b> Hatchet throw cooldown by <b>20%</b>.,Uncommon,images/ItemAddons/DLC5/iconAddon_oakHaft.png
Addon_Hatchet_PungentFiale,Item_Slasher_Hatchet,Soldier's Puttee,"A wrap taken from a dead soldier, it provides protection and support to the ankle and lower leg.<br><br>The Huntress moves <b>4.6 m/s</b> when she has no Hatchets.",Ultra Rare,images/ItemAddons/DLC5/iconAddon_soldiersPuttee.png
Addon_Hatchet_RustyHead,Item_Slasher_Hatchet,Rusty Head,These Hatchets' heads are covered with crusty and volatile rust spots that makes injuries particularly difficult to heal.<br><br>Hatchets inflict <b>Mangled</b>.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.,Rare,images/ItemAddons/DLC5/iconAddon_rustyHead.png
Addon_Hatchet_ShinyPin,Item_Slasher_Hatchet,Shiny Pin,A copper pin defaced beyond recognition yet polished to a high sheen. Pillaged from a particularly difficult prey.<br><br><b>Increases The Huntress'</b> movement speed by <b>5%</b> while aiming or throwing a Hatchet.,Uncommon,images/ItemAddons/DLC5/iconAddon_shinyPin.png
Addon_Hatchet_VenomousConcoction,Item_Slasher_Hatchet,Venomous Concoction,A toxic concoction applied to the Hatchets' blade. The murky concoction is mainly composed of Berus snake venom which gives it fatiguing capabilities.<br><br><b>Hatchets</b> inflict <b>Exhausted</b> for <b>5 seconds</b>.<br><br>Exhausted prevents Survivors from activating exhausting perks.,Rare,images/ItemAddons/DLC5/iconAddon_venomousConcoction.png
Addon_Hatchet_YewSeedBrew,Item_Slasher_Hatchet,Wooden Fox,"Roughly carved, this fox statuette is no more than a few inches. A reminder that stealth and cunning is as effective as raw power.<br><br>Grants <b>Undetectable</b> for <b>30 seconds</b> after reloading.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Very Rare,images/ItemAddons/DLC5/iconAddon_woodenFox.png
Addon_Hatchet_YewSeedConcoction,Item_Slasher_Hatchet,Rose Root,Dried petals that relieve symptoms of fatigue and overexertion when brewed in a tea.<br><br><b>Increases</b> thrown Hatchet speed by <b>20%</b>.,Rare,images/ItemAddons/DLC5/iconAddon_roseRoot.png
Addon_HillbillyChainsaw_IridescentBrick,Item_Slasher_Chainsaw,Iridescent Brick,"Once representative of Max Jr’s confinement, this was the first brick to fall when his room’s barricade came crashing down.<br><br>After maintaining a Chainsaw Sprint for <b>2 seconds</b>, grants <b>Undetectable</b> until the Chainsaw Sprint ends.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Ultra Rare,images/ItemAddons/Xipre/iconAddon_iridescentBrick.png
Addon_K22Power,Item_Slasher_K22Power,Cat Figurine,"A wooden figure that had caught young Victor's eye. He shrieked until his mother stole it from the market, nearly blowing their cover.<br><br>Displays the target location of a <b>Pounce</b>.",Common,images/ItemAddons/Aurora/iconAddon_catFigurine.png
Addon_K22Power_10,Item_Slasher_K22Power,Rusted Needle,"A needle Madeleine used to sew up her children’s tattered clothes.<br><br>Crushing <b>Victor</b> when attached inflicts <b>Hemorrhage</b> until healed.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Rare,images/ItemAddons/Aurora/iconAddon_rustedNeedle.png
Addon_K22Power_11,Item_Slasher_K22Power,Sewer Sludge,"A disgusting, sticky mixture that covered the Deshayes during an escape attempt through the city sewers.<br><br><b>Increases</b> time to crush <b>Victor</b> when attached by <b>2 seconds</b>.",Rare,images/ItemAddons/Aurora/iconAddon_sewerSludge.png
Addon_K22Power_12,Item_Slasher_K22Power,Madeleine’s Scarf,A cloth Madeleine wore shortly before her death. The Twins kept it as a memento.<br><br><b>Increases</b> <b>Victor's</b> movement speed by <b>0.3 m/s</b>.,Rare,images/ItemAddons/Aurora/iconAddon_madeleinesScarf.png
Addon_K22Power_13,Item_Slasher_K22Power,Stale Biscuit,"A hard, unleavened biscuit that Madeleine stole from a town’s market. It wasn’t much, but it was better than most meals.<br><br><b>Decreases</b> <b>Pounce</b> cooldown by <b>0.4 seconds</b>.",Rare,images/ItemAddons/Aurora/iconAddon_staleBiscuit.png
Addon_K22Power_14,Item_Slasher_K22Power,Weighty Rattle,A shoddily carved rattle that Victor cried over until his mother stole it for him. It’s entirely too heavy to be trusted to a child.<br><br>Crushing <b>Victor</b> when attached inflicts <b>Broken</b> for <b>20 seconds</b>.<br><br>Broken prevents Survivors from being healed.,Rare,images/ItemAddons/Aurora/iconAddon_weightyRattle.png
Addon_K22Power_15,Item_Slasher_K22Power,Forest Stew,A stew of foraged vegetables mixed with moss and bark to create a false sense of fullness.<br><br><b>Increases</b> <b>Victor's</b> movement speed by <b>0.6 m/s</b>.,Very Rare,images/ItemAddons/Aurora/iconAddon_forestStew.png
Addon_K22Power_16,Item_Slasher_K22Power,Spinning Top,"A wooden top shared between The Twins, though Victor wanted it for his own. He learned he could get what he wanted if he clung tightly and screamed.<br><br><b>Victor's</b> <b>Pounce</b> causes Survivors to drop their carried items.",Very Rare,images/ItemAddons/Aurora/iconAddon_spinningTop.png
Addon_K22Power_17,Item_Slasher_K22Power,Drop of Perfume,"One of the few luxuries Madeleine escaped her past life with. It has a pleasant, disarming scent.<br><br>Survivors in <b>Victor's</b> alert range while he is dormant are inflicted with <b>Oblivious</b>.<br><br>Oblivious prevents Survivors from hearing or being affected by the Killer's Terror Radius.",Very Rare,images/ItemAddons/Aurora/iconAddon_dropOfPerfume.png
Addon_K22Power_18,Item_Slasher_K22Power,Victor’s Soldier,A toy soldier Victor clung to when scared. Something about it evoked jealousy in Charlotte.<br><br>Crushing <b>Victor</b> while he is dormant reveals the Survivor's aura for <b>6 seconds</b>.,Very Rare,images/ItemAddons/Aurora/iconAddon_victorsSoldier.png
Addon_K22Power_19,Item_Slasher_K22Power,Silencing Cloth,"A coarse strip of cloth that a five-year-old Charlotte would put in her mouth. Stopped her from screaming when witch hunters were nearby.<br><br><b>Charlotte</b> gains <b>Undetectable</b> for <b>20 seconds</b> after waking from her dormant state.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.",Ultra Rare,images/ItemAddons/Aurora/iconAddon_silencingCloth.png
Addon_K22Power_2,Item_Slasher_K22Power,Tiny Fingernail,"Charlotte had many ways to mourn Victor’s death. As the fingernails loosened from his rotting hands, she took one in remembrance.<br><br><b>Decreases Victor's</b> <b>Unbind</b> time by <b>0.5 seconds</b>.",Common,images/ItemAddons/Aurora/iconAddon_tinyFingernail.png
Addon_K22Power_20,Item_Slasher_K22Power,Iridescent Pendant,"A glass-like pendant molded from The Fog itself. There’s a portrait of Madeleine Deshayes upon it, though something about her depiction seems unsettling.<br><br>Crushing <b>Victor</b> while he is dormant inflicts <b>Exposed</b> for <b>45 seconds</b>.<br><br>Exposed Survivors will be downed by basic attacks even if uninjured.",Ultra Rare,images/ItemAddons/Aurora/iconAddon_iridescentPendant.png
Addon_K22Power_3,Item_Slasher_K22Power,Soured Milk,"A metal bottle filled with milk that has since soured. Loud as Victor could be, he quieted down when presented with his meal.<br><br><b>Increases Victor's</b> alert range by <b>2 meters</b>.",Common,images/ItemAddons/Aurora/iconAddon_souredMilk.png
Addon_K22Power_4,Item_Slasher_K22Power,Toy Sword,"A miniscule toy sword, only a few inches long. Holding it brought out a violent enthusiasm in Victor.<br><br><b>Decreases Pounce</b> charge time by <b>0.2 seconds</b>.",Common,images/ItemAddons/Aurora/iconAddon_toySword.png
Addon_K22Power_5,Item_Slasher_K22Power,Cat’s Eye,"An eyeball that belonged to a cat eaten by the starving Deshayes’ family. Victor hid it from his mother, using it as a toy.<br><br><b>Victor</b> becomes silent while <b>Pounce</b> is fully charged.",Uncommon,images/ItemAddons/Aurora/iconAddon_catsEye.png
Addon_K22Power_6,Item_Slasher_K22Power,Madeleine’s Glove,"A glove once owned by The Twins’ mother. During desperate times, it was held over Victor’s mouth to keep him from making a peep.<br><br><b>Increases Victor's</b> alert range by <b>4 meters</b>.",Uncommon,images/ItemAddons/Aurora/iconAddon_madeleinesGlove.png
Addon_K22Power_7,Item_Slasher_K22Power,Bloody Black Hood,"A hood from one of the men that hunted Charlotte. Soon, he became the prey.<br><br><b>Decreases Charlotte</b>'s waking time by <b>0.5 seconds</b>.",Uncommon,images/ItemAddons/Aurora/iconAddon_bloodiedBlackHood.png
Addon_K22Power_8,Item_Slasher_K22Power,Ceremonial Candelabrum,"The candelabrum that Victor tipped over, causing his captors to burn. A symbol of his tenacity.<br><br><b>Increases</b> time to crush <b>Victor</b> when he is dormant by <b>0.2 seconds</b>.",Uncommon,images/ItemAddons/Aurora/iconAddon_ceremonialCandelabrum.png
